timestamp,LeftEye_Openness_Openness,RightEye_Openness_Openness,LeftEye_PupilDilation_PupilDilation,RightEye_PupilDilation_PupilDilation,LeftEye_PupilPosition_X,LeftEye_PupilPosition_Y,RightEye_PupilPosition_X,RightEye_PupilPosition_Y,LeftEye_Gaze_X,LeftEye_Gaze_Y,LeftEye_Gaze_Z,RightEye_Gaze_X,RightEye_Gaze_Y,RightEye_Gaze_Z,FMS,Condition
2025-07-25 17:00:41.029,1,1,3.497986,-1.0,0.4572759,0.6140522,-1.0,-1.0,0.02987671,-0.151001,0.9880676,0.0,0.0,0.0,3,MB
2025-07-25 17:00:41.037,1,1,3.497986,-1.0,0.4572759,0.6140522,-1.0,-1.0,0.02987671,-0.151001,0.9880676,0.0,0.0,0.0,3,MB
2025-07-25 17:00:41.045,1,1,3.497986,-1.0,0.4572759,0.6140522,-1.0,-1.0,0.02987671,-0.151001,0.9880676,0.0,0.0,0.0,3,MB
2025-07-25 17:00:41.053,1,1,3.497986,-1.0,0.4572759,0.6140522,-1.0,-1.0,0.02987671,-0.151001,0.9880676,0.0,0.0,0.0,3,MB
2025-07-25 17:00:41.061,1,1,3.497986,-1.0,0.4572759,0.6140522,-1.0,-1.0,0.02987671,-0.151001,0.9880676,0.0,0.0,0.0,3,MB
2025-07-25 17:00:41.069,1,1,3.497986,-1.0,0.4572759,0.6140522,-1.0,-1.0,0.02987671,-0.151001,0.9880676,0.0,0.0,0.0,3,MB
2025-07-25 17:00:41.078,1,1,3.497986,-1.0,0.4572759,0.6140522,-1.0,-1.0,0.02987671,-0.151001,0.9880676,0.0,0.0,0.0,3,MB
2025-07-25 17:00:41.087,1,1,3.497986,-1.0,0.4572759,0.6140522,-1.0,-1.0,0.02987671,-0.151001,0.9880676,0.0,0.0,0.0,3,MB
2025-07-25 17:00:41.096,1,1,3.497986,-1.0,0.4572759,0.6140522,-1.0,-1.0,0.02987671,-0.151001,0.9880676,0.0,0.0,0.0,3,MB
2025-07-25 17:00:41.104,1,1,3.497986,-1.0,0.4572759,0.6140522,-1.0,-1.0,0.02987671,-0.151001,0.9880676,0.0,0.0,0.0,3,MB
2025-07-25 17:00:41.113,1,1,3.370636,3.703201,0.4529926,0.6147952,0.5417908,0.6065956,0.04327393,-0.1440125,0.9886169,0.05232239,-0.1375732,0.9891052,3,MB
2025-07-25 17:00:41.121,1,1,3.370636,3.703201,0.4529926,0.6147952,0.5417908,0.6065956,0.04327393,-0.1440125,0.9886169,0.05232239,-0.1375732,0.9891052,3,MB
2025-07-25 17:00:41.129,1,1,3.370636,3.703201,0.4529926,0.6147952,0.5417908,0.6065956,0.04327393,-0.1440125,0.9886169,0.05232239,-0.1375732,0.9891052,3,MB
2025-07-25 17:00:41.137,1,1,3.370636,3.703201,0.4529926,0.6147952,0.5417908,0.6065956,0.04327393,-0.1440125,0.9886169,0.05232239,-0.1375732,0.9891052,3,MB
2025-07-25 17:00:41.145,1,1,3.370636,3.703201,0.4529926,0.6147952,0.5417908,0.6065956,0.04327393,-0.1440125,0.9886169,0.05232239,-0.1375732,0.9891052,3,MB
2025-07-25 17:00:41.153,1,1,3.370636,3.703201,0.4529926,0.6147952,0.5417908,0.6065956,0.04327393,-0.1440125,0.9886169,0.05232239,-0.1375732,0.9891052,3,MB
2025-07-25 17:00:41.161,1,1,3.370636,3.703201,0.4529926,0.6147952,0.5417908,0.6065956,0.04327393,-0.1440125,0.9886169,0.05232239,-0.1375732,0.9891052,3,MB
2025-07-25 17:00:41.169,1,1,3.370636,3.703201,0.4529926,0.6147952,0.5417908,0.6065956,0.04327393,-0.1440125,0.9886169,0.05232239,-0.1375732,0.9891052,3,MB
2025-07-25 17:00:41.177,1,1,3.370636,3.703201,0.4529926,0.6147952,0.5417908,0.6065956,0.04327393,-0.1440125,0.9886169,0.05232239,-0.1375732,0.9891052,3,MB
2025-07-25 17:00:41.187,1,1,3.370636,3.703201,0.4529926,0.6147952,0.5417908,0.6065956,0.04327393,-0.1440125,0.9886169,0.05232239,-0.1375732,0.9891052,3,MB
2025-07-25 17:00:41.195,1,1,3.370636,3.703201,0.4529926,0.6147952,0.5417908,0.6065956,0.04327393,-0.1440125,0.9886169,0.05232239,-0.1375732,0.9891052,3,MB
2025-07-25 17:00:41.204,1,1,3.516937,3.646973,0.4549878,0.6154957,0.5398033,0.6051335,0.02978516,-0.1488953,0.9883881,0.06231689,-0.1295013,0.9896088,3,MB
2025-07-25 17:00:41.212,1,1,3.516937,3.646973,0.4549878,0.6154957,0.5398033,0.6051335,0.02978516,-0.1488953,0.9883881,0.06231689,-0.1295013,0.9896088,3,MB
2025-07-25 17:00:41.221,1,1,3.516937,3.646973,0.4549878,0.6154957,0.5398033,0.6051335,0.02978516,-0.1488953,0.9883881,0.06231689,-0.1295013,0.9896088,3,MB
2025-07-25 17:00:41.229,1,1,3.516937,3.646973,0.4549878,0.6154957,0.5398033,0.6051335,0.02978516,-0.1488953,0.9883881,0.06231689,-0.1295013,0.9896088,3,MB
2025-07-25 17:00:41.238,1,1,3.516937,3.646973,0.4549878,0.6154957,0.5398033,0.6051335,0.02978516,-0.1488953,0.9883881,0.06231689,-0.1295013,0.9896088,3,MB
2025-07-25 17:00:41.247,1,1,3.516937,3.646973,0.4549878,0.6154957,0.5398033,0.6051335,0.02978516,-0.1488953,0.9883881,0.06231689,-0.1295013,0.9896088,3,MB
2025-07-25 17:00:41.255,1,1,3.516937,3.646973,0.4549878,0.6154957,0.5398033,0.6051335,0.02978516,-0.1488953,0.9883881,0.06231689,-0.1295013,0.9896088,3,MB
2025-07-25 17:00:41.263,1,1,3.516937,3.646973,0.4549878,0.6154957,0.5398033,0.6051335,0.02978516,-0.1488953,0.9883881,0.06231689,-0.1295013,0.9896088,3,MB
2025-07-25 17:00:41.271,1,1,3.516937,3.646973,0.4549878,0.6154957,0.5398033,0.6051335,0.02978516,-0.1488953,0.9883881,0.06231689,-0.1295013,0.9896088,3,MB
2025-07-25 17:00:41.279,1,1,3.516937,3.646973,0.4549878,0.6154957,0.5398033,0.6051335,0.02978516,-0.1488953,0.9883881,0.06231689,-0.1295013,0.9896088,3,MB
2025-07-25 17:00:41.287,1,1,3.516937,3.646973,0.4549878,0.6154957,0.5398033,0.6051335,0.02978516,-0.1488953,0.9883881,0.06231689,-0.1295013,0.9896088,3,MB
2025-07-25 17:00:41.296,1,1,3.414856,3.643707,0.4557031,0.6161964,0.5402696,0.6048614,0.02606201,-0.1558685,0.9874268,0.05976868,-0.128067,0.9899597,3,MB
2025-07-25 17:00:41.304,1,1,3.414856,3.643707,0.4557031,0.6161964,0.5402696,0.6048614,0.02606201,-0.1558685,0.9874268,0.05976868,-0.128067,0.9899597,3,MB
2025-07-25 17:00:41.312,1,1,3.414856,3.643707,0.4557031,0.6161964,0.5402696,0.6048614,0.02606201,-0.1558685,0.9874268,0.05976868,-0.128067,0.9899597,3,MB
2025-07-25 17:00:41.320,1,1,3.414856,3.643707,0.4557031,0.6161964,0.5402696,0.6048614,0.02606201,-0.1558685,0.9874268,0.05976868,-0.128067,0.9899597,3,MB
2025-07-25 17:00:41.328,1,1,3.414856,3.643707,0.4557031,0.6161964,0.5402696,0.6048614,0.02606201,-0.1558685,0.9874268,0.05976868,-0.128067,0.9899597,3,MB
