timestamp,LeftEye_Openness_Openness,RightEye_Openness_Openness,LeftEye_PupilDilation_PupilDilation,RightEye_PupilDilation_PupilDilation,LeftEye_PupilPosition_X,LeftEye_PupilPosition_Y,RightEye_PupilPosition_X,RightEye_PupilPosition_Y,LeftEye_Gaze_X,LeftEye_Gaze_Y,LeftEye_Gaze_Z,RightEye_Gaze_X,RightEye_Gaze_Y,RightEye_Gaze_Z,FMSQ
2025-03-07 13:18:55.003,1,1,-1.0,3.575577,-1.0,-1.0,0.6497377,0.4043975,0.0,0.0,0.0,-0.07518005,-0.02845764,0.9967499,1
2025-03-07 13:18:55.013,1,1,-1.0,3.575577,-1.0,-1.0,0.6497377,0.4043975,0.0,0.0,0.0,-0.07518005,-0.02845764,0.9967499,1
2025-03-07 13:18:55.021,1,1,3.958328,3.571121,0.3512688,0.4234142,0.6505932,0.4037782,0.006851196,-0.02409363,0.9996796,-0.07897949,-0.02561951,0.9965363,1
2025-03-07 13:18:55.029,1,1,3.958328,3.571121,0.3512688,0.4234142,0.6505932,0.4037782,0.006851196,-0.02409363,0.9996796,-0.07897949,-0.02561951,0.9965363,1
2025-03-07 13:18:55.037,1,1,3.958328,3.571121,0.3512688,0.4234142,0.6505932,0.4037782,0.006851196,-0.02409363,0.9996796,-0.07897949,-0.02561951,0.9965363,1
2025-03-07 13:18:55.045,1,1,3.932053,3.562256,0.350984,0.4240705,0.6503197,0.4036924,0.009750366,-0.03244019,0.9994202,-0.07748413,-0.025177,0.9966736,1
2025-03-07 13:18:55.053,1,1,3.932053,3.562256,0.350984,0.4240705,0.6503197,0.4036924,0.009750366,-0.03244019,0.9994202,-0.07748413,-0.025177,0.9966736,1
2025-03-07 13:18:55.061,1,1,3.907013,3.553497,0.3508733,0.4235299,0.6500462,0.4037782,0.01052856,-0.02973938,0.9994965,-0.07598877,-0.02566528,0.9967651,1
2025-03-07 13:18:55.069,1,1,3.907013,3.553497,0.3508733,0.4235299,0.6500462,0.4037782,0.01052856,-0.02973938,0.9994965,-0.07598877,-0.02566528,0.9967651,1
2025-03-07 13:18:55.077,1,1,3.907013,3.553497,0.3508733,0.4235299,0.6500462,0.4037782,0.01052856,-0.02973938,0.9994965,-0.07598877,-0.02566528,0.9967651,1
2025-03-07 13:18:55.087,1,1,3.900665,3.546326,0.3507625,0.4240471,0.6500586,0.4040003,0.01098633,-0.03244019,0.9994049,-0.07579041,-0.02697754,0.9967499,1
2025-03-07 13:18:55.095,1,1,3.900665,3.546326,0.3507625,0.4240471,0.6500586,0.4040003,0.01098633,-0.03244019,0.9994049,-0.07579041,-0.02697754,0.9967499,1
2025-03-07 13:18:55.104,1,1,3.917191,3.539536,0.3506255,0.4239667,0.6500711,0.4042224,0.006256104,-0.02622986,0.9996338,-0.07557678,-0.02825928,0.9967346,1
2025-03-07 13:18:55.113,1,1,3.917191,3.539536,0.3506255,0.4239667,0.6500711,0.4042224,0.006256104,-0.02622986,0.9996338,-0.07557678,-0.02825928,0.9967346,1
2025-03-07 13:18:55.122,1,1,3.92894,3.542511,0.3504884,0.4238863,0.6502106,0.4041435,0.001541138,-0.01998901,0.9997864,-0.07600403,-0.02922058,0.9966736,1
2025-03-07 13:18:55.132,1,1,3.92894,3.542511,0.3504884,0.4238863,0.6502106,0.4041435,0.001541138,-0.01998901,0.9997864,-0.07600403,-0.02922058,0.9966736,1
2025-03-07 13:18:55.140,1,1,3.92894,3.542511,0.3504884,0.4238863,0.6502106,0.4041435,0.001541138,-0.01998901,0.9997864,-0.07600403,-0.02922058,0.9966736,1
2025-03-07 13:18:55.148,1,1,3.931702,3.557663,0.3503398,0.4238636,0.6507815,0.4050102,0.00189209,-0.01983643,0.9997864,-0.07757568,-0.03491211,0.9963684,1
2025-03-07 13:18:55.156,1,1,3.931702,3.557663,0.3503398,0.4238636,0.6507815,0.4050102,0.00189209,-0.01983643,0.9997864,-0.07757568,-0.03491211,0.9963684,1
2025-03-07 13:18:55.165,1,1,3.929092,3.543915,0.3501911,0.4238863,0.6496348,0.4041568,0.002243042,-0.01989746,0.9997864,-0.06567383,-0.02467346,0.9975281,1
2025-03-07 13:18:55.173,1,1,3.929092,3.543915,0.3501911,0.4238863,0.6496348,0.4041568,0.002243042,-0.01989746,0.9997864,-0.06567383,-0.02467346,0.9975281,1
2025-03-07 13:18:55.181,1,1,3.929092,3.543915,0.3501911,0.4238863,0.6496348,0.4041568,0.002243042,-0.01989746,0.9997864,-0.06567383,-0.02467346,0.9975281,1
2025-03-07 13:18:55.189,1,1,3.931747,3.556641,0.3501365,0.4239667,0.6495372,0.4044515,0.002120972,-0.02018738,0.9997864,-0.06497192,-0.02615356,0.9975433,1
2025-03-07 13:18:55.197,1,1,3.931747,3.556641,0.3501365,0.4239667,0.6495372,0.4044515,0.002120972,-0.02018738,0.9997864,-0.06497192,-0.02615356,0.9975433,1
2025-03-07 13:18:55.205,1,1,3.932358,3.569122,0.350082,0.4238863,0.6496348,0.4041568,0.002044678,-0.01968384,0.9998016,-0.06518555,-0.02540588,0.9975433,1
2025-03-07 13:18:55.213,1,1,3.932358,3.569122,0.350082,0.4238863,0.6496348,0.4041568,0.002044678,-0.01968384,0.9998016,-0.06518555,-0.02540588,0.9975433,1
2025-03-07 13:18:55.222,1,1,3.932358,3.569122,0.350082,0.4238863,0.6496348,0.4041568,0.002044678,-0.01968384,0.9998016,-0.06518555,-0.02540588,0.9975433,1
2025-03-07 13:18:55.231,1,1,3.933578,3.57962,0.3501365,0.423953,0.6504143,0.4040972,0.001358032,-0.02029419,0.9997864,-0.06916809,-0.02555847,0.9972687,1
