Time,#Frame,HeadQRotationX,HeadQRotationY,HeadQRotationZ,HeadQRotationW,HeadEulX,HeadEulY,HeadEulZ,FMSQ
2025-03-07 13:18:53.428,1,-0.04361941,3.572875e-07,1.559951e-08,0.9990483,355.0,4.098114e-05,-2.04333e-13,1
2025-03-07 13:18:54.129,2,-0.04361941,1.627656e-07,7.106503e-09,0.9990483,355.0,1.866934e-05,-1.532498e-13,1
2025-03-07 13:18:54.166,3,0.04361941,-1.627656e-07,-7.106503e-09,-0.9990483,355.0,1.866934e-05,-1.532498e-13,1
2025-03-07 13:18:54.269,4,0.1025402,0.7943105,-0.2276461,0.5538356,28.37394,108.7544,354.1775,1
2025-03-07 13:18:54.318,5,0.102533,0.7942046,-0.2269644,0.5542683,28.30558,108.7186,354.2156,1
2025-03-07 13:18:54.342,6,0.1025591,0.7942228,-0.2268182,0.5542972,28.29326,108.721,354.229,1
2025-03-07 13:18:54.363,7,0.1024733,0.7942876,-0.2266874,0.5542738,28.27517,108.7294,354.2321,1
2025-03-07 13:18:54.384,8,0.1025125,0.7942446,-0.2264805,0.5544127,28.25718,108.7179,354.2475,1
2025-03-07 13:18:54.404,9,0.102381,0.7942714,-0.2263423,0.554455,28.23479,108.716,354.2442,1
2025-03-07 13:18:54.426,10,0.1021755,0.7942091,-0.22661,0.5544729,28.24601,108.6986,354.2014,1
2025-03-07 13:18:54.447,11,0.1020178,0.7942165,-0.2265974,0.5544964,28.23388,108.6936,354.1861,1
2025-03-07 13:18:54.470,12,0.1019584,0.7941912,-0.2266256,0.5545321,28.23224,108.6861,354.1765,1
2025-03-07 13:18:54.492,13,0.101924,0.7941969,-0.2266762,0.5545096,28.23484,108.6869,354.1699,1
2025-03-07 13:18:54.515,14,0.1018694,0.7942513,-0.2264968,0.554515,28.21406,108.6934,354.1789,1
2025-03-07 13:18:54.537,15,0.101703,0.7942823,-0.2265389,0.554484,28.2069,108.6943,354.1603,1
2025-03-07 13:18:54.560,16,0.1016136,0.7943272,-0.2265387,0.5544361,28.20113,108.7005,354.1534,1
2025-03-07 13:18:54.581,17,0.1012933,0.7944363,-0.2261953,0.5544786,28.14635,108.7054,354.1482,1
