Timestamp,Lead I (LA-RA),Lead II (LL-LA),Lead III (LL-RA),Vx-RL
2025-05-26 15:23:04.578,-0.1667913279345718,0.0677740498120853,-0.0990172782606224,0.2138917616343288
2025-05-26 15:23:04.586,-0.1985804813542302,0.0083250347828085,-0.1902554466888551,0.1859530998441787
2025-05-26 15:23:04.590,-0.2261593416917409,-0.0671961319674491,-0.2933554737558113,0.1631676015803311
2025-05-26 15:23:04.594,-0.2454708440307816,-0.1375284669622591,-0.3829993110696986,0.1421407188238638
2025-05-26 15:23:04.598,-0.2544126373516618,-0.168366001525777,-0.4227786389337519,0.1174192149905696
2025-05-26 15:23:04.602,-0.2573119140428199,-0.1531306187451848,-0.4104425328224616,0.0888418773758625
2025-05-26 15:23:04.606,-0.2625984758616406,-0.1133279281259526,-0.3759264039998597,0.0599431434397248
2025-05-26 15:23:04.609,-0.2752976276276581,-0.0707028909616286,-0.3460005185803622,0.0348331625207289
2025-05-26 15:23:04.613,-0.2939510342434945,-0.0341507521528652,-0.3281017863661769,0.0182012699155434
2025-05-26 15:23:04.617,-0.3151440573772335,-0.0034989308236921,-0.3186429881478965,0.0109539834499942
2025-05-26 15:23:04.621,-0.3384353719374902,0.0270904421686196,-0.3113449296923331,0.004570374360241
2025-05-26 15:23:04.625,-0.3637037013909407,0.0624436685025928,-0.3012600327893528,-0.0119044837431604
2025-05-26 15:23:04.629,-0.38567013804377,0.0978023501257375,-0.2878677877969053,-0.0382563448077497
2025-05-26 15:23:04.633,-0.3978117567608634,0.1248797390409892,-0.2729320175750739,-0.0643440166895756
2025-05-26 15:23:04.637,-0.4019994418473427,0.143377573192538,-0.2586218684852803,-0.0837058583882431
2025-05-26 15:23:04.641,-0.4072636562661812,0.1571985307130756,-0.2500651253598044,-0.0980666009777676
2025-05-26 15:23:04.645,-0.4172587588905586,0.1683730543858713,-0.2488857042883633,-0.1110919035718826
2025-05-26 15:23:04.649,-0.4246924459109754,0.1816815026607093,-0.243010943009624,-0.1237278225348652
2025-05-26 15:23:04.652,-0.422009233418344,0.2020533718354093,-0.2199558613165844,-0.1325883246982461
2025-05-26 15:23:04.656,-0.4135482108599071,0.2241718243029838,-0.1893763862655495,-0.1316765337205162
2025-05-26 15:23:04.660,-0.4101691845059847,0.2377961004877945,-0.1723730837029052,-0.1202933195428632
2025-05-26 15:23:04.664,-0.4136513894105706,0.2424642280777831,-0.1711871609927098,-0.1071792069892101
2025-05-26 15:23:04.668,-0.4153613463785719,0.2463815712625795,-0.168979774749529,-0.1013394314393937
2025-05-26 15:23:04.672,-0.4105140239282958,0.254645176812428,-0.1558688467233152,-0.1019093915276532
2025-05-26 15:23:04.676,-0.4047449588747641,0.2666595121962781,-0.1380854462611533,-0.1024080510476242
2025-05-26 15:23:04.680,-0.4047134300158324,0.2804510010739867,-0.1242624284993581,-0.1012290842890274
2025-05-26 15:23:04.684,-0.4094338122893951,0.2925610629682255,-0.1168727488519136,-0.1011743915308301
2025-05-26 15:23:04.688,-0.4140399784873875,0.2971828220503554,-0.1168571559408548,-0.0997841171070442
2025-05-26 15:23:04.691,-0.4171151296628311,0.2922906381863541,-0.1248244909546778,-0.0879104393510662
2025-05-26 15:23:04.695,-0.4199100713929722,0.2863774186530113,-0.1335326521926842,-0.0628870818379087
2025-05-26 15:23:04.699,-0.4214909071152803,0.2931165173356226,-0.128374389205477,-0.0375359713430917
2025-05-26 15:23:04.703,-0.4198751725032814,0.3158738345682728,-0.1040013373333494,-0.0270534428573919
2025-05-26 15:23:04.707,-0.416223321230605,0.3411931061581382,-0.0750302144444106,-0.0301994011123464
2025-05-26 15:23:04.711,-0.4140275567920304,0.3525038568007649,-0.0615236993373889,-0.0322119403552837
2025-05-26 15:23:04.715,-0.4149799168474671,0.3468021176622734,-0.06817779850443,-0.0237641137176183
2025-05-26 15:23:04.719,-0.4153770997702147,0.3312390500034898,-0.0841380490581942,-0.0102174184019928
2025-05-26 15:23:04.723,-0.4065131022372848,0.3078566885618261,-0.0986564129398625,-0.0022689196472073
2025-05-26 15:23:04.727,-0.3849359684734539,0.2726986161020706,-0.1122373516095567,-0.0012688269670185
2025-05-26 15:23:04.731,-0.3620483037148035,0.2292546464535344,-0.1327936564726233,0.0010851414041535
2025-05-26 15:23:04.734,-0.3514897142718315,0.1913531923751099,-0.160136521080279,0.0070961497861608
2025-05-26 15:23:04.738,-0.347450789421348,0.1692333303392857,-0.1782174582380767,0.0067741775670722
2025-05-26 15:23:04.742,-0.3322136284001599,0.1613467616434727,-0.170866865886027,-0.0058272837275547
2025-05-26 15:23:04.746,-0.3054838195634067,0.1635426095720774,-0.1419412090938964,-0.0206360655373889
2025-05-26 15:23:04.750,-0.2868620679186008,0.1769971470078933,-0.109864919985654,-0.024785234492807
2025-05-26 15:23:04.754,-0.2866376020683446,0.1992930105014306,-0.0873445906140817,-0.0189901660615208
2025-05-26 15:23:04.758,-0.2915588787911422,0.2112168547586062,-0.080342023052591,-0.0152789227799317
2025-05-26 15:23:04.762,-0.2832700060716993,0.1832814431924432,-0.0999885618724771,-0.0245727228620345
2025-05-26 15:23:04.766,-0.2588934022750343,0.1068230801175632,-0.1520703211233338,-0.0464982313771696
