Timestamp,ECG_test1_ECGtoHR_LA_RA_CAL,Lead I (LA-RA),Lead II (LL-LA),Lead III (LL-RA),Vx-RL
2025-03-08 13:17:57.839,59.76653696498055,0.0096209781794061,-0.0190148309120644,-0.0093936477195829,0.0140978171114937
2025-03-08 13:17:57.841,59.76653696498055,0.0075881563168689,-0.0162820291082578,-0.0086936672024841,0.0109794617032086
2025-03-08 13:17:57.843,59.76653696498055,0.0058893416948507,-0.0137938073460155,-0.0079042594659538,0.0078354900712875
2025-03-08 13:17:57.845,59.76653696498055,0.0047647633166346,-0.0118972592938513,-0.0071322891596509,0.0046758672022888
2025-03-08 13:17:57.847,59.76653696498055,0.004335280074696,-0.0109362045171204,-0.0066007169601004,0.0016196890656425
2025-03-08 13:17:57.849,59.76653696498055,0.0045480371438574,-0.0111173661775728,-0.0065691208749857,-0.0011203376468912
2025-03-08 13:17:57.851,59.76653696498055,0.0051905102910106,-0.0123592292758249,-0.0071685101648377,-0.0033171302482129
2025-03-08 13:17:57.853,59.76653696498055,0.0059747050580364,-0.0142331717323525,-0.0082582572270082,-0.0048205622320242
2025-03-08 13:17:57.855,59.76653696498055,0.0066302711030187,-0.0160745881112632,-0.0094441069685302,-0.0056104873820997
2025-03-08 13:17:57.857,59.76653696498055,0.0069517685313584,-0.0172378355025494,-0.0102858563569911,-0.0057932506142761
2025-03-08 13:17:57.859,59.76653696498055,0.0068094839772483,-0.0173753978599517,-0.0105657026860875,-0.0055580416527348
2025-03-08 13:17:57.861,59.76653696498055,0.0061717110749169,-0.0166020417620903,-0.0104301188791551,-0.0051374502724542
2025-03-08 13:17:57.863,59.76653696498055,0.0051477706809938,-0.0154579567869631,-0.010309973652196,-0.0047937526873732
2025-03-08 13:17:57.864,59.76653696498055,0.0039929590410954,-0.0146739397025887,-0.0106807675404296,-0.0047808019584482
2025-03-08 13:17:57.866,59.76653696498055,0.0030144259771079,-0.0148298977101609,-0.0118152579471149,-0.005232256895118
2025-03-08 13:17:57.868,59.76653696498055,0.0024048683096947,-0.0160613116687738,-0.0136562289330625,-0.0060445332653964
2025-03-08 13:17:57.870,59.76653696498055,0.0021185101326474,-0.0179770538598964,-0.0158583286951584,-0.0069000283768704
2025-03-08 13:17:57.872,59.76653696498055,0.0018903223249096,-0.0198641384060878,-0.0179736004685959,-0.0074804723064207
2025-03-08 13:17:57.874,59.76653696498055,0.0013952081528568,-0.021083754193458,-0.0196883298518847,-0.0077364105261831
2025-03-08 13:17:57.876,59.76653696498055,0.0004423586213038,-0.021426822467818,-0.0209842470633542,-0.007987078124671
2025-03-08 13:17:57.878,59.76653696498055,-0.000924754047295,-0.0212163658865942,-0.0221409025256563,-0.0087275450301273
2025-03-08 13:17:57.880,59.76653696498055,-0.0024805476660173,-0.0211001556574863,-0.0235804852636621,-0.01027293372812
2025-03-08 13:17:57.882,59.76653696498055,-0.0039618992828123,-0.021651494837603,-0.025613175400298,-0.0125444129974385
2025-03-08 13:17:57.884,59.76653696498055,-0.0051921898913996,-0.0230017603278909,-0.0281937308521759,-0.0151655437097684
2025-03-08 13:17:57.886,59.76653696498055,-0.0061283326038917,-0.0247293084579833,-0.0308574210755881,-0.0177163544716111
2025-03-08 13:17:57.888,59.76653696498055,-0.0068496123903306,-0.0260984898350689,-0.0329478816476798,-0.0198811808617856
2025-03-08 13:17:57.890,59.76653696498055,-0.0075153714723467,-0.026518032915748,-0.0340331832325744,-0.0214294130316793
2025-03-08 13:17:57.892,59.76653696498055,-0.0082962957924199,-0.025924607838909,-0.0342206818913433,-0.0221778493323511
2025-03-08 13:17:57.894,59.76653696498055,-0.0092945711744586,-0.0248401671872438,-0.0341345160148035,-0.0220577592224978
2025-03-08 13:17:57.896,59.76653696498055,-0.0104933877623384,-0.0240705016670068,-0.034563666449723,-0.0212442717269059
2025-03-08 13:17:57.898,59.76653696498055,-0.0117694762179647,-0.0242359093904657,-0.0360051619804822,-0.0202137258973991
2025-03-08 13:17:57.900,59.76653696498055,-0.0129650928630985,-0.0254120852005108,-0.0383769537896179,-0.0196451592618585
2025-03-08 13:17:57.902,59.76653696498055,-0.0139762745698512,-0.0270864769876135,-0.0410625266557332,-0.0201834339981224
2025-03-08 13:17:57.904,59.76653696498055,-0.0147976801066131,-0.0284562519851846,-0.0432537065866986,-0.0221405476178867
2025-03-08 13:17:57.905,59.76653696498055,-0.0154971182724365,-0.0288937164832603,-0.0443906086651827,-0.0252449129859196
2025-03-08 13:17:57.907,59.76653696498055,-0.0161578399639698,-0.0282967855631118,-0.0444543988541999,-0.0285933468844733
2025-03-08 13:17:57.909,59.76653696498055,-0.0168456529517409,-0.0271176826044766,-0.0439631082887271,-0.0309475461573543
2025-03-08 13:17:57.911,59.76653696498055,-0.01760360147059,-0.026080128439189,-0.04368350202755,-0.0313444036755003
2025-03-08 13:17:57.913,59.76653696498055,-0.0184359393376023,-0.0257828261365516,-0.0442185369600605,-0.0297119258780488
2025-03-08 13:17:57.915,59.76653696498055,-0.0192805901527051,-0.0264183407250977,-0.0456987017263227,-0.0270454880033679
