timestamp,LeftEye_Openness_Openness,RightEye_Openness_Openness,LeftEye_PupilDilation_PupilDilation,RightEye_PupilDilation_PupilDilation,LeftEye_PupilPosition_X,LeftEye_PupilPosition_Y,RightEye_PupilPosition_X,RightEye_PupilPosition_Y,LeftEye_Gaze_X,LeftEye_Gaze_Y,LeftEye_Gaze_Z,RightEye_Gaze_X,RightEye_Gaze_Y,RightEye_Gaze_Z,FMSQ
2025-03-08 13:22:08.993,1,1,-1.0,3.259186,-1.0,-1.0,0.5874925,0.4642265,0.0,0.0,0.0,-0.03022766,-0.07666016,0.9965973,1
2025-03-08 13:22:09.001,1,1,-1.0,3.259186,-1.0,-1.0,0.5874925,0.4642265,0.0,0.0,0.0,-0.03022766,-0.07666016,0.9965973,1
2025-03-08 13:22:09.009,1,1,-1.0,3.259186,-1.0,-1.0,0.5874925,0.4642265,0.0,0.0,0.0,-0.03022766,-0.07666016,0.9965973,1
2025-03-08 13:22:09.018,1,1,-1.0,3.259186,-1.0,-1.0,0.5874925,0.4642265,0.0,0.0,0.0,-0.03022766,-0.07666016,0.9965973,1
2025-03-08 13:22:09.026,1,1,3.156647,3.141785,0.3915583,0.476507,0.5879705,0.4636353,0.01719666,-0.06730652,0.9975739,-0.03289795,-0.07388306,0.9967194,1
2025-03-08 13:22:09.034,1,1,3.156647,3.141785,0.3915583,0.476507,0.5879705,0.4636353,0.01719666,-0.06730652,0.9975739,-0.03289795,-0.07388306,0.9967194,1
2025-03-08 13:22:09.042,1,1,3.156647,3.141785,0.3915583,0.476507,0.5879705,0.4636353,0.01719666,-0.06730652,0.9975739,-0.03289795,-0.07388306,0.9967194,1
2025-03-08 13:22:09.050,1,1,3.253418,3.182648,0.390852,0.4772218,0.5883786,0.4633174,0.02253723,-0.07276917,0.9970856,-0.03463745,-0.07214355,0.9967804,1
2025-03-08 13:22:09.059,1,1,3.253418,3.182648,0.390852,0.4772218,0.5883786,0.4633174,0.02253723,-0.07276917,0.9970856,-0.03463745,-0.07214355,0.9967804,1
2025-03-08 13:22:09.067,1,1,3.253418,3.182648,0.390852,0.4772218,0.5883786,0.4633174,0.02253723,-0.07276917,0.9970856,-0.03463745,-0.07214355,0.9967804,1
2025-03-08 13:22:09.075,1,1,3.270752,3.223434,0.3911852,0.4768648,0.588127,0.4629994,0.02070618,-0.07098389,0.9972534,-0.03288269,-0.07043457,0.9969635,1
2025-03-08 13:22:09.083,1,1,3.270752,3.223434,0.3911852,0.4768648,0.588127,0.4629994,0.02070618,-0.07098389,0.9972534,-0.03288269,-0.07043457,0.9969635,1
2025-03-08 13:22:09.091,1,1,3.270752,3.223434,0.3911852,0.4768648,0.588127,0.4629994,0.02070618,-0.07098389,0.9972534,-0.03288269,-0.07043457,0.9969635,1
2025-03-08 13:22:09.099,1,1,3.254288,3.227753,0.3909017,0.4768164,0.5880488,0.4629363,0.02210999,-0.07104492,0.9972229,-0.03233337,-0.07002258,0.9970093,1
2025-03-08 13:22:09.108,1,1,3.254288,3.227753,0.3909017,0.4768164,0.5880488,0.4629363,0.02210999,-0.07104492,0.9972229,-0.03233337,-0.07002258,0.9970093,1
2025-03-08 13:22:09.116,1,1,3.254288,3.227753,0.3909017,0.4768164,0.5880488,0.4629363,0.02210999,-0.07104492,0.9972229,-0.03233337,-0.07002258,0.9970093,1
2025-03-08 13:22:09.124,1,1,3.254288,3.227753,0.3909017,0.4768164,0.5880488,0.4629363,0.02210999,-0.07104492,0.9972229,-0.03233337,-0.07002258,0.9970093,1
2025-03-08 13:22:09.132,1,1,3.236282,3.223267,0.3908769,0.4767653,0.588127,0.4629994,0.0218811,-0.07067871,0.9972534,-0.03257751,-0.07035828,0.9969788,1
2025-03-08 13:22:09.140,1,1,3.236282,3.223267,0.3908769,0.4767653,0.588127,0.4629994,0.0218811,-0.07067871,0.9972534,-0.03257751,-0.07035828,0.9969788,1
2025-03-08 13:22:09.148,1,1,3.236282,3.223267,0.3908769,0.4767653,0.588127,0.4629994,0.0218811,-0.07067871,0.9972534,-0.03257751,-0.07035828,0.9969788,1
2025-03-08 13:22:09.156,1,1,3.255035,3.227478,0.3909017,0.4767142,0.58816,0.4629363,0.02131653,-0.07020569,0.9972992,-0.03277588,-0.07034302,0.9969788,1
2025-03-08 13:22:09.164,1,1,3.255035,3.227478,0.3909017,0.4767142,0.58816,0.4629363,0.02131653,-0.07020569,0.9972992,-0.03277588,-0.07034302,0.9969788,1
2025-03-08 13:22:09.172,1,1,3.255035,3.227478,0.3909017,0.4767142,0.58816,0.4629363,0.02131653,-0.07020569,0.9972992,-0.03277588,-0.07034302,0.9969788,1
2025-03-08 13:22:09.180,1,1,3.252975,3.23143,0.3908769,0.476611,0.5881456,0.4629994,0.02130127,-0.06985474,0.9973145,-0.03268433,-0.07098389,0.996933,1
2025-03-08 13:22:09.188,1,1,3.252975,3.23143,0.3908769,0.476611,0.5881456,0.4629994,0.02130127,-0.06985474,0.9973145,-0.03268433,-0.07098389,0.996933,1
2025-03-08 13:22:09.196,1,1,3.252975,3.23143,0.3908769,0.476611,0.5881456,0.4629994,0.02130127,-0.06985474,0.9973145,-0.03268433,-0.07098389,0.996933,1
2025-03-08 13:22:09.206,1,1,3.252975,3.23143,0.3908769,0.476611,0.5881456,0.4629994,0.02130127,-0.06985474,0.9973145,-0.03268433,-0.07098389,0.996933,1
2025-03-08 13:22:09.214,1,1,3.250946,3.244675,0.390852,0.4765078,0.5881693,0.4631338,0.02128601,-0.0695343,0.997345,-0.03295898,-0.07147217,0.9968872,1
2025-03-08 13:22:09.223,1,1,3.250946,3.244675,0.390852,0.4765078,0.5881693,0.4631338,0.02128601,-0.0695343,0.997345,-0.03295898,-0.07147217,0.9968872,1
2025-03-08 13:22:09.233,1,1,3.250122,3.230682,0.3908467,0.476429,0.5881456,0.4632683,0.02101135,-0.06893921,0.9973907,-0.03305054,-0.07208252,0.9968414,1
2025-03-08 13:22:09.242,1,1,3.250122,3.230682,0.3908467,0.476429,0.5881456,0.4632683,0.02101135,-0.06893921,0.9973907,-0.03305054,-0.07208252,0.9968414,1
2025-03-08 13:22:09.251,1,1,3.250122,3.230682,0.3908467,0.476429,0.5881456,0.4632683,0.02101135,-0.06893921,0.9973907,-0.03305054,-0.07208252,0.9968414,1
2025-03-08 13:22:09.260,1,1,3.250961,3.227478,0.3908414,0.4765078,0.5881693,0.4631352,0.02134705,-0.06950378,0.997345,-0.03302002,-0.07145691,0.9968872,1
2025-03-08 13:22:09.268,1,1,3.250961,3.227478,0.3908414,0.4765078,0.5881693,0.4631352,0.02134705,-0.06950378,0.997345,-0.03302002,-0.07145691,0.9968872,1
2025-03-08 13:22:09.276,1,1,3.250961,3.227478,0.3908414,0.4765078,0.5881693,0.4631352,0.02134705,-0.06950378,0.997345,-0.03302002,-0.07145691,0.9968872,1
2025-03-08 13:22:09.284,1,1,3.250961,3.227478,0.3908414,0.4765078,0.5881693,0.4631352,0.02134705,-0.06950378,0.997345,-0.03302002,-0.07145691,0.9968872,1
