Time,#Frame,HeadQRotationX,HeadQRotationY,HeadQRotationZ,HeadQRotationW,HeadEulX,HeadEulY,HeadEulZ,FMSQ
2025-03-08 13:22:07.420,1,-0.04361941,3.572875e-07,1.559951e-08,0.9990483,355.0,4.098114e-05,-2.04333e-13,1
2025-03-08 13:22:07.993,2,-0.04361941,1.627656e-07,7.106503e-09,0.9990483,355.0,1.866934e-05,-1.532498e-13,1
2025-03-08 13:22:08.026,3,0.04361941,-1.627656e-07,-7.106503e-09,-0.9990483,355.0,1.866934e-05,-1.532498e-13,1
2025-03-08 13:22:08.136,4,0.07965911,-0.5300927,0.02191078,-0.8439054,353.6143,64.66135,352.9813,1
2025-03-08 13:22:08.181,5,0.07930559,-0.5300847,0.02224092,-0.8439351,353.6686,64.65597,352.9715,1
2025-03-08 13:22:08.211,6,0.07933635,-0.5299371,0.02192726,-0.8440331,353.6452,64.63539,353.0011,1
2025-03-08 13:22:08.240,7,0.07945155,-0.5297887,0.02170002,-0.8441213,353.6189,64.61626,353.0171,1
2025-03-08 13:22:08.268,8,0.07970183,-0.5297078,0.02138274,-0.8441566,353.5746,64.60806,353.0329,1
2025-03-08 13:22:08.296,9,0.07964554,-0.5296507,0.02118712,-0.8442026,353.5676,64.59881,353.0558,1
2025-03-08 13:22:08.325,10,0.07952113,-0.5294758,0.02082851,-0.8443329,353.5562,64.57202,353.0998,1
2025-03-08 13:22:08.353,11,0.07976672,-0.5292638,0.02051896,-0.8444503,353.5118,64.54596,353.1161,1
2025-03-08 13:22:08.379,12,0.07996616,-0.5291615,0.02054535,-0.8444948,353.4933,64.5352,353.1019,1
2025-03-08 13:22:08.407,13,0.07976992,-0.5290105,0.02023036,-0.8446156,353.4918,64.5107,353.1459,1
2025-03-08 13:22:08.435,14,0.07957067,-0.5288789,0.02000444,-0.8447222,353.4961,64.48909,353.1814,1
2025-03-08 13:22:08.463,15,0.07970784,-0.528818,0.01984588,-0.8447512,353.4727,64.48235,353.1887,1
2025-03-08 13:22:08.493,16,0.07979856,-0.5286555,0.01976717,-0.8448461,353.4578,64.46143,353.1919,1
2025-03-08 13:22:08.521,17,0.07995272,-0.5285714,0.01965718,-0.8448868,353.4355,64.45198,353.1936,1
2025-03-08 13:22:08.548,18,0.07996538,-0.5285468,0.0195279,-0.8449039,353.4262,64.44842,353.2056,1
2025-03-08 13:22:08.574,19,0.08002763,-0.5284832,0.01940265,-0.8449408,353.412,64.4403,353.2144,1
