timestamp,LeftEye_Openness_Openness,RightEye_Openness_Openness,LeftEye_PupilDilation_PupilDilation,RightEye_PupilDilation_PupilDilation,LeftEye_PupilPosition_X,LeftEye_PupilPosition_Y,RightEye_PupilPosition_X,RightEye_PupilPosition_Y,LeftEye_Gaze_X,LeftEye_Gaze_Y,LeftEye_Gaze_Z,RightEye_Gaze_X,RightEye_Gaze_Y,RightEye_Gaze_Z,FMS,Condition
2025-07-09 21:54:14.088,1,1,2.708923,-1.0,0.4380263,0.4644713,-1.0,-1.0,0.05612183,0.09588623,0.9938049,0.0,0.0,0.0,2,DB
2025-07-09 21:54:14.098,1,1,2.708923,-1.0,0.4380263,0.4644713,-1.0,-1.0,0.05612183,0.09588623,0.9938049,0.0,0.0,0.0,2,DB
2025-07-09 21:54:14.107,1,1,2.708923,-1.0,0.4380263,0.4644713,-1.0,-1.0,0.05612183,0.09588623,0.9938049,0.0,0.0,0.0,2,DB
2025-07-09 21:54:14.116,1,1,2.708923,-1.0,0.4380263,0.4644713,-1.0,-1.0,0.05612183,0.09588623,0.9938049,0.0,0.0,0.0,2,DB
2025-07-09 21:54:14.125,1,1,2.708923,-1.0,0.4380263,0.4644713,-1.0,-1.0,0.05612183,0.09588623,0.9938049,0.0,0.0,0.0,2,DB
2025-07-09 21:54:14.133,1,1,2.708923,-1.0,0.4380263,0.4644713,-1.0,-1.0,0.05612183,0.09588623,0.9938049,0.0,0.0,0.0,2,DB
2025-07-09 21:54:14.142,1,1,2.708923,-1.0,0.4380263,0.4644713,-1.0,-1.0,0.05612183,0.09588623,0.9938049,0.0,0.0,0.0,2,DB
2025-07-09 21:54:14.150,1,1,2.708923,-1.0,0.4380263,0.4644713,-1.0,-1.0,0.05612183,0.09588623,0.9938049,0.0,0.0,0.0,2,DB
2025-07-09 21:54:14.158,1,1,2.708923,-1.0,0.4380263,0.4644713,-1.0,-1.0,0.05612183,0.09588623,0.9938049,0.0,0.0,0.0,2,DB
2025-07-09 21:54:14.166,1,1,2.708923,-1.0,0.4380263,0.4644713,-1.0,-1.0,0.05612183,0.09588623,0.9938049,0.0,0.0,0.0,2,DB
2025-07-09 21:54:14.174,1,1,2.708923,-1.0,0.4380263,0.4644713,-1.0,-1.0,0.05612183,0.09588623,0.9938049,0.0,0.0,0.0,2,DB
2025-07-09 21:54:14.182,1,1,2.708923,-1.0,0.4380263,0.4644713,-1.0,-1.0,0.05612183,0.09588623,0.9938049,0.0,0.0,0.0,2,DB
2025-07-09 21:54:14.190,1,1,2.708923,-1.0,0.4380263,0.4644713,-1.0,-1.0,0.05612183,0.09588623,0.9938049,0.0,0.0,0.0,2,DB
2025-07-09 21:54:14.198,1,1,2.708923,-1.0,0.4380263,0.4644713,-1.0,-1.0,0.05612183,0.09588623,0.9938049,0.0,0.0,0.0,2,DB
2025-07-09 21:54:14.206,1,1,2.708923,-1.0,0.4380263,0.4644713,-1.0,-1.0,0.05612183,0.09588623,0.9938049,0.0,0.0,0.0,2,DB
2025-07-09 21:54:14.216,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
2025-07-09 21:54:14.224,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
2025-07-09 21:54:14.232,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
2025-07-09 21:54:14.240,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
2025-07-09 21:54:14.248,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
2025-07-09 21:54:14.256,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
2025-07-09 21:54:14.264,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
2025-07-09 21:54:14.273,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
2025-07-09 21:54:14.281,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
2025-07-09 21:54:14.289,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
2025-07-09 21:54:14.297,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
2025-07-09 21:54:14.306,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
2025-07-09 21:54:14.316,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
2025-07-09 21:54:14.324,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
2025-07-09 21:54:14.332,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
2025-07-09 21:54:14.341,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
2025-07-09 21:54:14.349,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
2025-07-09 21:54:14.357,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
2025-07-09 21:54:14.365,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
2025-07-09 21:54:14.373,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
2025-07-09 21:54:14.381,1,1,2.681702,2.574097,0.4378211,0.4636906,0.5401783,0.4477035,0.05541992,0.1014862,0.9932861,0.08201599,0.08805847,0.9927216,2,DB
