Timestamp,GSR_Filtered,PPG_Filtered
2025-03-08 14:57:02.153,0.00022410687995200388,50.90074291955132
2025-03-08 14:57:02.172,0.00019651563428785653,52.598527327053425
2025-03-08 14:57:02.192,0.00016713686314661833,53.13788896834797
2025-03-08 14:57:02.211,0.00013644190557532613,52.48615893534225
2025-03-08 14:57:02.231,0.00010362343637951411,50.691332378673444
2025-03-08 14:57:02.250,6.664512456802374e-05,47.8791062268362
2025-03-08 14:57:02.270,2.272838777896666e-05,44.24155856222613
2025-03-08 14:57:02.289,-3.0927266409589305e-05,40.01827028743532
2025-03-08 14:57:02.309,-9.642251036005804e-05,35.47205736186755
2025-03-08 14:57:02.328,-0.00017460614860483563,30.862581127829348
2025-03-08 14:57:02.348,-0.000264797027328918,26.4215798704466
2025-03-08 14:57:02.367,-0.00036485134322090875,22.333150504114375
2025-03-08 14:57:02.387,-0.0004716049759079212,18.72149239646047
2025-03-08 14:57:02.406,-0.0005816042689436374,15.647099324146044
2025-03-08 14:57:02.426,-0.0006918736652713235,13.110929740778516
2025-03-08 14:57:02.446,-0.0008003941731489289,11.064928527156525
2025-03-08 14:57:02.465,-0.0009060924135986419,9.426592628680963
2025-03-08 14:57:02.485,-0.0010084012579672898,8.095078290732959
2025-03-08 14:57:02.504,-0.0011066625672449715,6.966551949270774
2025-03-08 14:57:02.524,-0.0011996720623943993,5.9469934629422285
2025-03-08 14:57:02.543,-0.0012855396812880896,4.961382661906588
2025-03-08 14:57:02.563,-0.001361869127586426,3.9590112722089934
2025-03-08 14:57:02.582,-0.0014261472148416688,2.9153607522355163
2025-03-08 14:57:02.602,-0.0014762117511737318,1.831357347104067
2025-03-08 14:57:02.621,-0.0015107004374435337,0.7307615800857914
2025-03-08 14:57:02.641,-0.0015294041290315492,-0.34391552547934184
2025-03-08 14:57:02.660,-0.001533431980930214,-1.3369649643757868
2025-03-08 14:57:02.680,-0.0015250940761710895,-2.186608819505342
2025-03-08 14:57:02.699,-0.0015074698513809412,-2.833525102628606
2025-03-08 14:57:02.719,-0.001483733732663379,-3.2300151533625923
2025-03-08 14:57:02.738,-0.0014563844965934391,-3.3484806652172816
2025-03-08 14:57:02.758,-0.0014265422248710548,-3.1875710627195657
2025-03-08 14:57:02.778,-0.0013934695655343648,-2.7744971415138204
2025-03-08 14:57:02.797,-0.001354477157421813,-2.1626059306709604
2025-03-08 14:57:02.817,-0.0013053542119674183,-1.424264738978564
2025-03-08 14:57:02.836,-0.0012413540421357988,-0.6401818484345333
2025-03-08 14:57:02.856,-0.00115855301515617,0.11281379868359052
2025-03-08 14:57:02.875,-0.001055184691707995,0.7730973200522085
2025-03-08 14:57:02.895,-0.0009324670398320675,1.302453015856469
2025-03-08 14:57:02.914,-0.0007945727271386702,1.6897020101977678
2025-03-08 14:57:02.934,-0.0006476932037019028,1.9493680920019492
2025-03-08 14:57:02.953,-0.0004984589258966124,2.1160678485883144
2025-03-08 14:57:02.973,-0.00035215636667081064,2.236098880689025
2025-03-08 14:57:02.992,-0.00021120282274191368,2.3580287507782502
2025-03-08 14:57:03.012,-7.427536600688732e-05,2.5239425200875316
2025-03-08 14:57:03.031,6.360238987599736e-05,2.762538480835438
2025-03-08 14:57:03.051,0.00020985829271454975,3.084700384885165
2025-03-08 14:57:03.071,0.00037215445232468983,3.4817111877716407
2025-03-08 14:57:03.090,0.0005556164431570556,3.925993810453061
2025-03-08 14:57:03.110,0.0007603205467259508,4.374150658882131
2025-03-08 14:57:03.129,0.0009800054294118842,4.772033666833779
2025-03-08 14:57:03.149,0.0012027898438442969,5.465696141687381
2025-03-08 14:57:03.168,0.0014141591857099458,5.844113020001037
2025-03-08 14:57:03.188,0.001601803016559635,5.872741270958584
2025-03-08 14:57:03.207,0.0017612731005630813,5.548683138119965
2025-03-08 14:57:03.227,0.0019010465918857912,4.903685277752608
2025-03-08 14:57:03.246,0.0020454829583098494,4.002862336889869
2025-03-08 14:57:03.266,0.0022343717205510487,2.938770525299858
2025-03-08 14:57:03.285,0.0025182888504338584,1.8212138492842305
2025-03-08 14:57:03.305,0.0029498011598680586,0.7640145082143345
2025-03-08 14:57:03.324,0.0035715836065649672,-0.12926625092589078
