Time,#Frame,HeadQRotationX,HeadQRotationY,HeadQRotationZ,HeadQRotationW,HeadEulX,HeadEulY,HeadEulZ,FMS,Condition
2025-06-25 18:16:56.092,1,-0.04361941,3.572875e-07,1.559951e-08,0.9990483,355.0,4.098114e-05,-2.04333e-13,2.0,DB
2025-06-25 18:16:56.658,2,-0.04361941,1.627656e-07,7.106503e-09,0.9990483,355.0,1.866934e-05,-1.532498e-13,2.0,DB
2025-06-25 18:16:56.697,3,0.04361941,-1.627656e-07,-7.106503e-09,-0.9990483,355.0,1.866934e-05,-1.532498e-13,2.0,DB
2025-06-25 18:16:56.790,4,0.09581068,0.0926544,0.005738864,-0.9910614,348.9905,349.282,0.3723702,2.0,DB
2025-06-25 18:16:56.925,5,0.09618415,0.09297156,0.005499073,-0.990997,348.9504,349.2414,0.4078118,2.0,DB
2025-06-25 18:16:57.033,6,0.09609287,0.09254822,0.005577741,-0.991045,348.9598,349.2919,0.3929248,2.0,DB
2025-06-25 18:16:57.140,7,0.09669404,0.09281188,0.005749158,-0.9909608,348.8892,349.2615,0.3827116,2.0,DB
2025-06-25 18:16:57.248,8,0.09655467,0.09297525,0.005683389,-0.9909595,348.9059,349.2421,0.3906328,2.0,DB
2025-06-25 18:16:57.359,9,0.09625003,0.09320528,0.005910558,-0.9909662,348.9385,349.2185,0.3635776,2.0,DB
2025-06-25 18:16:57.468,10,0.09542702,0.09287361,0.006231182,-0.991075,349.0292,349.2628,0.3136508,2.0,DB
2025-06-25 18:16:57.580,11,0.09489408,0.09306071,0.006002402,-0.99111,349.0928,349.2397,0.3363153,2.0,DB
2025-06-25 18:16:57.693,12,0.09426279,0.09360463,0.005630154,-0.9911212,349.1694,349.1737,0.3783941,2.0,DB
2025-06-25 18:16:57.814,13,0.09562197,0.09461907,0.005706138,-0.9908943,349.0132,349.0528,0.3961279,2.0,DB
2025-06-25 18:16:57.926,14,0.0960091,0.09436439,0.006267306,-0.9908776,348.9626,349.0877,0.3327084,2.0,DB
2025-06-25 18:16:58.038,15,0.09612235,0.09428385,0.006578941,-0.9908723,348.9462,349.1003,0.2970205,2.0,DB
2025-06-25 18:16:58.146,16,0.09599671,0.09435178,0.006219839,-0.9908804,348.9646,349.0887,0.3379175,2.0,DB
