Timestamp,GSR_Filtered,PPG_Filtered,FMSQ
2025-03-05 14:24:58.313,-0.0030076222025877,-1.89840074892421,7
2025-03-05 14:24:58.321,-0.0029817887833451,-1.5962778361751322,7
2025-03-05 14:24:58.329,-0.0029531413098287,-1.2934730942386934,7
2025-03-05 14:24:58.337,-0.0029216392034082,-0.9967155349943568,7
2025-03-05 14:24:58.345,-0.0028872459784712,-0.7127087154693632,7
2025-03-05 14:24:58.352,-0.0028499301522705,-0.4479623187681312,7
2025-03-05 14:24:58.360,-0.0028096661253412,-0.2086255533280182,7
2025-03-05 14:24:58.368,-0.0027664350084087,-0.0003270486859249,7
2025-03-05 14:24:58.376,-0.0027202253690258,0.1719739787091105,7
2025-03-05 14:24:58.384,-0.0026710338690024,0.3041206092873298,7
2025-03-05 14:24:58.391,-0.0026188657622815,0.3928707653372409,7
2025-03-05 14:24:58.399,-0.0025637352225222,0.4359855130795192,7
2025-03-05 14:24:58.407,-0.0025056654705035,0.432289877516595,7
2025-03-05 14:24:58.415,-0.0024446886737592,0.3817037394092466,7
2025-03-05 14:24:58.423,-0.0023808455947451,0.2852413294528781,7
2025-03-05 14:24:58.431,-0.002314184969421,0.1449788912202239,7
2025-03-05 14:24:58.438,-0.0022447626054127,-0.036008773877765,7
2025-03-05 14:24:58.446,-0.0021726401978561,-0.2537409773293493,7
2025-03-05 14:24:58.454,-0.0020978838714541,-0.503449946106414,7
2025-03-05 14:24:58.462,-0.0020205624689696,-0.7797215696609635,7
2025-03-05 14:24:58.470,-0.0019407456190023,-1.0766529581606883,7
2025-03-05 14:24:58.477,-0.0018585016290198,-1.3880209688882243,7
2025-03-05 14:24:58.485,-0.0017738952627623,-1.7074554453402038,7
2025-03-05 14:24:58.493,-0.0016869854737132,-2.028610831670641,7
2025-03-05 14:24:58.501,-0.0015978231777396,-2.345330073071876,7
2025-03-05 14:24:58.509,-0.0015064491575776,-2.651795259994622,7
2025-03-05 14:24:58.517,-0.0014128921989259,-2.9426602702357587,7
2025-03-05 14:24:58.524,-0.0013171675618779,-3.213161647832974,7
2025-03-05 14:24:58.532,-0.0012192758916715,-3.459205068129259,7
2025-03-05 14:24:58.540,-0.0011192026687709,-3.677425909231465,7
2025-03-05 14:24:58.548,-0.001016918289716,-3.865223616406625,7
2025-03-05 14:24:58.556,-0.0009123788567404,-4.020770648512044,7
2025-03-05 14:24:58.563,-0.0008055277357801,-4.142997785767424,7
2025-03-05 14:24:58.571,-0.0006962979193084,-4.231558417063459,7
2025-03-05 14:24:58.579,-0.0005846152027618,-4.286775079013773,7
2025-03-05 14:24:58.587,-0.0004704021517412,-4.309571960234953,7
2025-03-05 14:24:58.595,-0.0003535828024865,-4.3013972969923095,7
2025-03-05 14:24:58.602,-0.0002340880013602,-4.264139572496797,7
2025-03-05 14:24:58.610,-0.0001118612514936,-4.20004121169818,7
