timestamp,LeftEye_Openness_Openness,RightEye_Openness_Openness,LeftEye_PupilDilation_PupilDilation,RightEye_PupilDilation_PupilDilation,LeftEye_PupilPosition_X,LeftEye_PupilPosition_Y,RightEye_PupilPosition_X,RightEye_PupilPosition_Y,LeftEye_Gaze_X,LeftEye_Gaze_Y,LeftEye_Gaze_Z,RightEye_Gaze_X,RightEye_Gaze_Y,RightEye_Gaze_Z,FMSQ
2025-03-10 13:17:09.405,1,1,-1.0,3.197021,-1.0,-1.0,0.3186439,0.3757196,0.0,0.0,0.0,-0.1791382,0.1665497,0.9696198,3.0
2025-03-10 13:17:09.415,1,1,-1.0,3.197021,-1.0,-1.0,0.3186439,0.3757196,0.0,0.0,0.0,-0.1791382,0.1665497,0.9696198,3.0
2025-03-10 13:17:09.424,1,1,-1.0,3.197021,-1.0,-1.0,0.3186439,0.3757196,0.0,0.0,0.0,-0.1791382,0.1665497,0.9696198,3.0
2025-03-10 13:17:09.432,1,1,3.125778,3.231216,0.5832748,0.3609364,0.3192559,0.3750145,-0.07975769,0.322403,0.943222,-0.1825104,0.1699677,0.9683838,3.0
2025-03-10 13:17:09.440,1,1,3.125778,3.231216,0.5832748,0.3609364,0.3192559,0.3750145,-0.07975769,0.322403,0.943222,-0.1825104,0.1699677,0.9683838,3.0
2025-03-10 13:17:09.448,1,1,3.125778,3.231216,0.5832748,0.3609364,0.3192559,0.3750145,-0.07975769,0.322403,0.943222,-0.1825104,0.1699677,0.9683838,3.0
2025-03-10 13:17:09.456,1,1,3.125778,3.231216,0.5832748,0.3609364,0.3192559,0.3750145,-0.07975769,0.322403,0.943222,-0.1825104,0.1699677,0.9683838,3.0
2025-03-10 13:17:09.464,1,1,3.026718,3.226913,0.583746,0.361028,0.3194117,0.3749548,0.01554871,-0.317749,0.9480286,-0.1825867,0.1702118,0.968338,3.0
2025-03-10 13:17:09.473,1,1,3.026718,3.226913,0.583746,0.361028,0.3194117,0.3749548,0.01554871,-0.317749,0.9480286,-0.1825867,0.1702118,0.968338,3.0
2025-03-10 13:17:09.481,1,1,3.026718,3.226913,0.583746,0.361028,0.3194117,0.3749548,0.01554871,-0.317749,0.9480286,-0.1825867,0.1702118,0.968338,3.0
