Time,#Frame,HeadQRotationX,HeadQRotationY,HeadQRotationZ,HeadQRotationW,HeadEulX,HeadEulY,HeadEulZ,FMSQ
2025-03-10 13:17:07.902,1,-0.04361941,3.572875e-07,1.559951e-08,0.9990483,355.0,4.098114e-05,-2.04333e-13,3.0
2025-03-10 13:17:08.400,2,-0.04361941,1.627656e-07,7.106503e-09,0.9990483,355.0,1.866934e-05,-1.532498e-13,3.0
2025-03-10 13:17:08.440,3,0.04361941,-1.627656e-07,-7.106503e-09,-0.9990483,355.0,1.866934e-05,-1.532498e-13,3.0
2025-03-10 13:17:08.538,4,0.07203937,-0.4155937,0.003749894,-0.9066854,352.6739,49.49709,356.1453,3.0
2025-03-10 13:17:08.591,5,0.072267,-0.4148824,0.002969259,-0.9069958,352.6097,49.40517,356.2216,3.0
2025-03-10 13:17:08.626,6,0.07255814,-0.4146415,0.002491556,-0.9070842,352.5555,49.37512,356.2593,3.0
2025-03-10 13:17:08.655,7,0.07257636,-0.4144771,0.002305188,-0.9071584,352.5439,49.35348,356.2793,3.0
2025-03-10 13:17:08.685,8,0.07246742,-0.4143508,0.002232506,-0.907225,352.5513,49.33594,356.2932,3.0
2025-03-10 13:17:08.715,9,0.07231378,-0.4143094,0.002229623,-0.9072561,352.567,49.32909,356.3014,3.0
2025-03-10 13:17:08.745,10,0.07216175,-0.4143186,0.002300567,-0.9072638,352.5863,49.32906,356.3013,3.0
2025-03-10 13:17:08.776,11,0.07195307,-0.4141459,0.002093607,-0.9073598,352.5974,49.30392,356.3346,3.0
2025-03-10 13:17:08.805,12,0.07185704,-0.4140025,0.002028239,-0.907433,352.6037,49.28442,356.3473,3.0
2025-03-10 13:17:08.834,13,0.07195406,-0.4137839,0.002132162,-0.9075248,352.5977,49.25827,356.3334,3.0
2025-03-10 13:17:08.862,14,0.072144,-0.4136432,0.002168308,-0.9075736,352.579,49.24261,356.3216,3.0
2025-03-10 13:17:08.890,15,0.07230219,-0.4136674,0.00225144,-0.9075499,352.5667,49.24775,356.3049,3.0
