timestamp,LeftEye_Openness_Openness,RightEye_Openness_Openness,LeftEye_PupilDilation_PupilDilation,RightEye_PupilDilation_PupilDilation,LeftEye_PupilPosition_X,LeftEye_PupilPosition_Y,RightEye_PupilPosition_X,RightEye_PupilPosition_Y,LeftEye_Gaze_X,LeftEye_Gaze_Y,LeftEye_Gaze_Z,RightEye_Gaze_X,RightEye_Gaze_Y,RightEye_Gaze_Z,FMS,Condition
2025-07-22 14:55:47.066,1,1,-1.0,2.28331,-1.0,-1.0,0.6052208,0.458348,0.0,0.0,0.0,-0.0769043,-0.127121,0.9888916,3.0,NB
2025-07-22 14:55:47.075,1,1,-1.0,2.28331,-1.0,-1.0,0.6052208,0.458348,0.0,0.0,0.0,-0.0769043,-0.127121,0.9888916,3.0,NB
2025-07-22 14:55:47.085,1,1,-1.0,2.28331,-1.0,-1.0,0.6052208,0.458348,0.0,0.0,0.0,-0.0769043,-0.127121,0.9888916,3.0,NB
2025-07-22 14:55:47.101,1,1,-1.0,2.28331,-1.0,-1.0,0.6052208,0.458348,0.0,0.0,0.0,-0.0769043,-0.127121,0.9888916,3.0,NB
2025-07-22 14:55:47.111,1,1,-1.0,2.28331,-1.0,-1.0,0.6052208,0.458348,0.0,0.0,0.0,-0.0769043,-0.127121,0.9888916,3.0,NB
2025-07-22 14:55:47.119,1,1,-1.0,2.28331,-1.0,-1.0,0.6052208,0.458348,0.0,0.0,0.0,-0.0769043,-0.127121,0.9888916,3.0,NB
2025-07-22 14:55:47.128,1,1,-1.0,2.28331,-1.0,-1.0,0.6052208,0.458348,0.0,0.0,0.0,-0.0769043,-0.127121,0.9888916,3.0,NB
2025-07-22 14:55:47.136,1,1,-1.0,2.28331,-1.0,-1.0,0.6052208,0.458348,0.0,0.0,0.0,-0.0769043,-0.127121,0.9888916,3.0,NB
2025-07-22 14:55:47.144,1,1,-1.0,2.28331,-1.0,-1.0,0.6052208,0.458348,0.0,0.0,0.0,-0.0769043,-0.127121,0.9888916,3.0,NB
2025-07-22 14:55:47.152,1,1,-1.0,2.28331,-1.0,-1.0,0.6052208,0.458348,0.0,0.0,0.0,-0.0769043,-0.127121,0.9888916,3.0,NB
2025-07-22 14:55:47.160,1,1,-1.0,2.28331,-1.0,-1.0,0.6052208,0.458348,0.0,0.0,0.0,-0.0769043,-0.127121,0.9888916,3.0,NB
2025-07-22 14:55:47.168,1,1,-1.0,2.28331,-1.0,-1.0,0.6052208,0.458348,0.0,0.0,0.0,-0.0769043,-0.127121,0.9888916,3.0,NB
2025-07-22 14:55:47.176,1,1,-1.0,2.28331,-1.0,-1.0,0.6052208,0.458348,0.0,0.0,0.0,-0.0769043,-0.127121,0.9888916,3.0,NB
2025-07-22 14:55:47.185,1,1,-1.0,2.28331,-1.0,-1.0,0.6052208,0.458348,0.0,0.0,0.0,-0.0769043,-0.127121,0.9888916,3.0,NB
2025-07-22 14:55:47.193,1,1,-1.0,2.28331,-1.0,-1.0,0.6052208,0.458348,0.0,0.0,0.0,-0.0769043,-0.127121,0.9888916,3.0,NB
2025-07-22 14:55:47.201,1,1,-1.0,2.28331,-1.0,-1.0,0.6052208,0.458348,0.0,0.0,0.0,-0.0769043,-0.127121,0.9888916,3.0,NB
2025-07-22 14:55:47.210,1,1,-1.0,2.28331,-1.0,-1.0,0.6052208,0.458348,0.0,0.0,0.0,-0.0769043,-0.127121,0.9888916,3.0,NB
2025-07-22 14:55:47.219,1,1,2.178818,2.241089,0.5225532,0.5025667,0.6048946,0.4600341,-0.1115265,-0.156601,0.9813385,-0.07591248,-0.1405029,0.9871521,3.0,NB
2025-07-22 14:55:47.228,1,1,2.178818,2.241089,0.5225532,0.5025667,0.6048946,0.4600341,-0.1115265,-0.156601,0.9813385,-0.07591248,-0.1405029,0.9871521,3.0,NB
2025-07-22 14:55:47.237,1,1,2.178818,2.241089,0.5225532,0.5025667,0.6048946,0.4600341,-0.1115265,-0.156601,0.9813385,-0.07591248,-0.1405029,0.9871521,3.0,NB
2025-07-22 14:55:47.247,1,1,2.178818,2.241089,0.5225532,0.5025667,0.6048946,0.4600341,-0.1115265,-0.156601,0.9813385,-0.07591248,-0.1405029,0.9871521,3.0,NB
2025-07-22 14:55:47.255,1,1,2.178818,2.241089,0.5225532,0.5025667,0.6048946,0.4600341,-0.1115265,-0.156601,0.9813385,-0.07591248,-0.1405029,0.9871521,3.0,NB
2025-07-22 14:55:47.263,1,1,2.178818,2.241089,0.5225532,0.5025667,0.6048946,0.4600341,-0.1115265,-0.156601,0.9813385,-0.07591248,-0.1405029,0.9871521,3.0,NB
2025-07-22 14:55:47.271,1,1,2.178818,2.241089,0.5225532,0.5025667,0.6048946,0.4600341,-0.1115265,-0.156601,0.9813385,-0.07591248,-0.1405029,0.9871521,3.0,NB
2025-07-22 14:55:47.279,1,1,2.178818,2.241089,0.5225532,0.5025667,0.6048946,0.4600341,-0.1115265,-0.156601,0.9813385,-0.07591248,-0.1405029,0.9871521,3.0,NB
2025-07-22 14:55:47.289,1,1,2.178818,2.241089,0.5225532,0.5025667,0.6048946,0.4600341,-0.1115265,-0.156601,0.9813385,-0.07591248,-0.1405029,0.9871521,3.0,NB
2025-07-22 14:55:47.298,1,1,2.160172,2.234329,0.5228226,0.50386,0.6050499,0.460247,-0.1130676,-0.1639252,0.9799652,-0.07710266,-0.140686,0.9870453,3.0,NB
2025-07-22 14:55:47.306,1,1,2.160172,2.234329,0.5228226,0.50386,0.6050499,0.460247,-0.1130676,-0.1639252,0.9799652,-0.07710266,-0.140686,0.9870453,3.0,NB
2025-07-22 14:55:47.314,1,1,2.160172,2.234329,0.5228226,0.50386,0.6050499,0.460247,-0.1130676,-0.1639252,0.9799652,-0.07710266,-0.140686,0.9870453,3.0,NB
2025-07-22 14:55:47.322,1,1,2.160172,2.234329,0.5228226,0.50386,0.6050499,0.460247,-0.1130676,-0.1639252,0.9799652,-0.07710266,-0.140686,0.9870453,3.0,NB
2025-07-22 14:55:47.330,1,1,2.160172,2.234329,0.5228226,0.50386,0.6050499,0.460247,-0.1130676,-0.1639252,0.9799652,-0.07710266,-0.140686,0.9870453,3.0,NB
2025-07-22 14:55:47.339,1,1,2.160172,2.234329,0.5228226,0.50386,0.6050499,0.460247,-0.1130676,-0.1639252,0.9799652,-0.07710266,-0.140686,0.9870453,3.0,NB
2025-07-22 14:55:47.347,1,1,2.160172,2.234329,0.5228226,0.50386,0.6050499,0.460247,-0.1130676,-0.1639252,0.9799652,-0.07710266,-0.140686,0.9870453,3.0,NB
2025-07-22 14:55:47.355,1,1,2.160172,2.234329,0.5228226,0.50386,0.6050499,0.460247,-0.1130676,-0.1639252,0.9799652,-0.07710266,-0.140686,0.9870453,3.0,NB
2025-07-22 14:55:47.364,1,1,2.160172,2.234329,0.5228226,0.50386,0.6050499,0.460247,-0.1130676,-0.1639252,0.9799652,-0.07710266,-0.140686,0.9870453,3.0,NB
2025-07-22 14:55:47.372,1,1,2.160172,2.234329,0.5228226,0.50386,0.6050499,0.460247,-0.1130676,-0.1639252,0.9799652,-0.07710266,-0.140686,0.9870453,3.0,NB
2025-07-22 14:55:47.382,1,1,2.160172,2.234329,0.5228226,0.50386,0.6050499,0.460247,-0.1130676,-0.1639252,0.9799652,-0.07710266,-0.140686,0.9870453,3.0,NB
