Timestamp,HR
2025-05-30 16:21:29,
2025-05-30 16:21:30,
2025-05-30 16:21:31,
2025-05-30 16:21:32,61
2025-05-30 16:21:33,60
2025-05-30 16:21:34,60
2025-05-30 16:21:35,60
2025-05-30 16:21:36,60
2025-05-30 16:21:37,60
2025-05-30 16:21:38,60
2025-05-30 16:21:39,59
2025-05-30 16:21:40,59
2025-05-30 16:21:41,59
2025-05-30 16:21:42,59
2025-05-30 16:21:43,59
2025-05-30 16:21:44,59
2025-05-30 16:21:45,59
2025-05-30 16:21:46,59
2025-05-30 16:21:47,59
2025-05-30 16:21:48,60
2025-05-30 16:21:49,60
2025-05-30 16:21:50,60
2025-05-30 16:21:51,60
2025-05-30 16:21:52,60
2025-05-30 16:21:53,60
2025-05-30 16:21:54,60
2025-05-30 16:21:55,60
2025-05-30 16:21:56,60
2025-05-30 16:21:57,60
2025-05-30 16:21:58,60
2025-05-30 16:21:59,60
2025-05-30 16:22:00,60
2025-05-30 16:22:01,60
2025-05-30 16:22:02,60
2025-05-30 16:22:03,61
2025-05-30 16:22:04,61
2025-05-30 16:22:05,61
2025-05-30 16:22:06,61
2025-05-30 16:22:07,61
2025-05-30 16:22:08,61
2025-05-30 16:22:09,61
2025-05-30 16:22:10,61
2025-05-30 16:22:11,61
2025-05-30 16:22:12,61
2025-05-30 16:22:13,61
2025-05-30 16:22:14,61
2025-05-30 16:22:15,61
2025-05-30 16:22:16,61
2025-05-30 16:22:17,61
2025-05-30 16:22:18,62
2025-05-30 16:22:19,62
2025-05-30 16:22:20,62
2025-05-30 16:22:21,62
2025-05-30 16:22:22,62
2025-05-30 16:22:23,62
2025-05-30 16:22:24,62
2025-05-30 16:22:25,62
2025-05-30 16:22:26,62
2025-05-30 16:22:27,62
2025-05-30 16:22:28,62
2025-05-30 16:22:29,62
2025-05-30 16:22:30,63
2025-05-30 16:22:31,63
2025-05-30 16:22:32,63
2025-05-30 16:22:33,64
2025-05-30 16:22:34,64
2025-05-30 16:22:35,64
2025-05-30 16:22:36,64
2025-05-30 16:22:37,63
2025-05-30 16:22:38,63
2025-05-30 16:22:39,62
2025-05-30 16:22:40,62
2025-05-30 16:22:41,62
2025-05-30 16:22:42,62
2025-05-30 16:22:43,62
