timestamp,LeftEye_Openness_Openness,RightEye_Openness_Openness,LeftEye_PupilDilation_PupilDilation,RightEye_PupilDilation_PupilDilation,LeftEye_PupilPosition_X,LeftEye_PupilPosition_Y,RightEye_PupilPosition_X,RightEye_PupilPosition_Y,LeftEye_Gaze_X,LeftEye_Gaze_Y,LeftEye_Gaze_Z,RightEye_Gaze_X,RightEye_Gaze_Y,RightEye_Gaze_Z,FMS,Condition
2025-07-10 19:30:55.806,1,1,2.629166,-1.0,0.359083,0.5464952,-1.0,-1.0,-0.03007507,-0.1824188,0.9827576,0.0,0.0,0.0,0.0,MB
2025-07-10 19:30:55.814,1,1,2.629166,-1.0,0.359083,0.5464952,-1.0,-1.0,-0.03007507,-0.1824188,0.9827576,0.0,0.0,0.0,0.0,MB
2025-07-10 19:30:55.822,1,1,2.629166,-1.0,0.359083,0.5464952,-1.0,-1.0,-0.03007507,-0.1824188,0.9827576,0.0,0.0,0.0,0.0,MB
2025-07-10 19:30:55.832,1,1,2.629166,-1.0,0.359083,0.5464952,-1.0,-1.0,-0.03007507,-0.1824188,0.9827576,0.0,0.0,0.0,0.0,MB
2025-07-10 19:30:55.840,1,1,2.629166,-1.0,0.359083,0.5464952,-1.0,-1.0,-0.03007507,-0.1824188,0.9827576,0.0,0.0,0.0,0.0,MB
2025-07-10 19:30:55.848,1,1,2.629166,-1.0,0.359083,0.5464952,-1.0,-1.0,-0.03007507,-0.1824188,0.9827576,0.0,0.0,0.0,0.0,MB
2025-07-10 19:30:55.856,1,1,2.629166,-1.0,0.359083,0.5464952,-1.0,-1.0,-0.03007507,-0.1824188,0.9827576,0.0,0.0,0.0,0.0,MB
2025-07-10 19:30:55.864,1,1,2.629166,-1.0,0.359083,0.5464952,-1.0,-1.0,-0.03007507,-0.1824188,0.9827576,0.0,0.0,0.0,0.0,MB
2025-07-10 19:30:55.872,1,1,2.629166,-1.0,0.359083,0.5464952,-1.0,-1.0,-0.03007507,-0.1824188,0.9827576,0.0,0.0,0.0,0.0,MB
2025-07-10 19:30:55.880,1,1,2.709518,2.642899,0.3509651,0.5472876,0.529364,0.5051497,-0.03997803,-0.16922,0.9847565,-0.01593018,-0.1698151,0.9853363,0.0,MB
2025-07-10 19:30:55.888,1,1,2.709518,2.642899,0.3509651,0.5472876,0.529364,0.5051497,-0.03997803,-0.16922,0.9847565,-0.01593018,-0.1698151,0.9853363,0.0,MB
2025-07-10 19:30:55.896,1,1,2.709518,2.642899,0.3509651,0.5472876,0.529364,0.5051497,-0.03997803,-0.16922,0.9847565,-0.01593018,-0.1698151,0.9853363,0.0,MB
2025-07-10 19:30:55.904,1,1,2.709518,2.642899,0.3509651,0.5472876,0.529364,0.5051497,-0.03997803,-0.16922,0.9847565,-0.01593018,-0.1698151,0.9853363,0.0,MB
2025-07-10 19:30:55.912,1,1,2.709518,2.642899,0.3509651,0.5472876,0.529364,0.5051497,-0.03997803,-0.16922,0.9847565,-0.01593018,-0.1698151,0.9853363,0.0,MB
