Time,#Frame,HeadQRotationX,HeadQRotationY,HeadQRotationZ,HeadQRotationW,HeadEulX,HeadEulY,HeadEulZ,FMS,Condition
2025-07-10 19:30:54.023,1,-0.04361941,3.572875e-07,1.559951e-08,0.9990483,355.0,4.098114e-05,-2.04333e-13,0.0,MB
2025-07-10 19:30:54.515,2,-0.04361941,1.627656e-07,7.106503e-09,0.9990483,355.0,1.866934e-05,-1.532498e-13,0.0,MB
2025-07-10 19:30:54.553,3,0.04361941,-1.627656e-07,-7.106503e-09,-0.9990483,355.0,1.866934e-05,-1.532498e-13,0.0,MB
2025-07-10 19:30:54.648,4,0.0909915,-0.02789461,-0.001237401,-0.9954602,349.5588,3.224133,359.8478,0.0,MB
2025-07-10 19:30:54.758,5,0.09022139,-0.02849561,-0.0007989302,-0.9955137,349.649,3.29791,359.7932,0.0,MB
2025-07-10 19:30:54.836,6,0.08972625,-0.02828317,-0.00126301,-0.995564,349.7043,3.268013,359.8509,0.0,MB
2025-07-10 19:30:54.919,7,0.0896368,-0.02754666,-0.001575092,-0.9955924,349.7135,3.179226,359.8951,0.0,MB
2025-07-10 19:30:54.995,8,0.08897005,-0.02785082,-0.002112126,-0.9956427,349.7885,3.208502,359.9563,0.0,MB
2025-07-10 19:30:55.078,9,0.08914772,-0.02746912,-0.00231108,-0.995637,349.7674,3.162263,359.9828,0.0,MB
2025-07-10 19:30:55.152,10,0.08942116,-0.02705126,-0.002703386,-0.9956229,349.7347,3.109857,0.03174559,0.0,MB
2025-07-10 19:30:55.228,11,0.08953372,-0.0270741,-0.002691656,-0.9956123,349.7218,3.112689,0.02979066,0.0,MB
2025-07-10 19:30:55.320,12,0.08964556,-0.02735256,-0.002293369,-0.9955955,349.7102,3.149217,359.9803,0.0,MB
2025-07-10 19:30:55.396,13,0.08957394,-0.02751466,-0.001927366,-0.9955983,349.7196,3.171798,359.9364,0.0,MB
2025-07-10 19:30:55.475,14,0.08927361,-0.02764726,-0.001850292,-0.9956217,349.7544,3.187792,359.9271,0.0,MB
2025-07-10 19:30:55.561,15,0.0893995,-0.02742356,-0.001996852,-0.9956164,349.7394,3.160393,359.946,0.0,MB
2025-07-10 19:30:55.643,16,0.08915072,-0.02783112,-0.001699255,-0.9956279,349.769,3.21061,359.9081,0.0,MB
2025-07-10 19:30:55.720,17,0.0890246,-0.02803405,-0.00172581,-0.9956335,349.7835,3.233794,359.9095,0.0,MB
2025-07-10 19:30:55.798,18,0.08913444,-0.02772364,-0.00197521,-0.9956318,349.77,3.195268,359.9413,0.0,MB
2025-07-10 19:30:55.876,19,0.08937633,-0.02799274,-0.002046883,-0.9956024,349.742,3.225901,359.946,0.0,MB
2025-07-10 19:30:55.961,20,0.08958954,-0.02790451,-0.002135976,-0.9955856,349.7172,3.214872,359.9565,0.0,MB
2025-07-10 19:30:56.040,21,0.08976356,-0.02791709,-0.002164197,-0.9955695,349.6971,3.216147,359.9591,0.0,MB
2025-07-10 19:30:56.118,22,0.08998306,-0.02786982,-0.002438704,-0.9955504,349.6709,3.207925,359.9907,0.0,MB
2025-07-10 19:30:56.196,23,0.08995364,-0.02759895,-0.002806093,-0.9955596,349.6732,3.172626,0.03622551,0.0,MB
2025-07-10 19:30:56.274,24,0.09045146,-0.02736822,-0.002904368,-0.9955207,349.6156,3.145082,0.04844786,0.0,MB
2025-07-10 19:30:56.352,25,0.09045094,-0.02783741,-0.00307453,-0.9955072,349.6151,3.197747,0.06323582,0.0,MB
2025-07-10 19:30:56.429,26,0.09066124,-0.02743233,-0.003003753,-0.9954995,349.5912,3.151586,0.05862547,0.0,MB
2025-07-10 19:30:56.507,27,0.09087279,-0.02746728,-0.003072667,-0.995479,349.5666,3.155024,0.06557025,0.0,MB
2025-07-10 19:30:56.621,28,0.09102307,-0.02775392,-0.003007149,-0.9954575,349.5495,3.189071,0.0544451,0.0,MB
2025-07-10 19:30:56.661,29,0.1010204,-0.0277229,-0.002513883,-0.9944949,348.4006,3.19714,359.9648,0.0,MB
2025-07-10 19:30:56.740,30,0.1056455,-0.02785027,-0.002412058,-0.9940109,347.8683,3.216578,359.9362,0.0,MB
2025-07-10 19:30:56.817,31,0.1180219,-0.02775511,-0.002327672,-0.9926204,346.4419,3.216837,359.8862,0.0,MB
2025-07-10 19:30:56.895,32,0.1293436,-0.02742785,-0.002286837,-0.991218,345.1351,3.189848,359.8481,0.0,MB
