Time,#Frame,HeadQRotationX,HeadQRotationY,HeadQRotationZ,HeadQRotationW,HeadEulX,HeadEulY,HeadEulZ,FMSQ
2025-03-06 16:02:23.653,1,-0.04361941,3.572875e-07,1.559951e-08,0.9990483,355.0,4.098114e-05,-2.04333e-13,0.0
2025-03-06 16:02:24.196,2,-0.04361941,1.627656e-07,7.106503e-09,0.9990483,355.0,1.866934e-05,-1.532498e-13,0.0
2025-03-06 16:02:24.234,3,0.04361941,-1.627656e-07,-7.106503e-09,-0.9990483,355.0,1.866934e-05,-1.532498e-13,0.0
2025-03-06 16:02:24.344,4,0.04953144,-0.555119,0.03372019,-0.82961,357.4354,67.71841,353.624,0.0
2025-03-06 16:02:24.394,5,0.05000516,-0.5553532,0.03389303,-0.8294178,357.4033,67.75589,353.5764,0.0
2025-03-06 16:02:24.424,6,0.05014573,-0.5553572,0.0337827,-0.829411,357.383,67.75781,353.5778,0.0
2025-03-06 16:02:24.456,7,0.0501882,-0.5553856,0.03389113,-0.8293851,357.3861,67.7623,353.5647,0.0
2025-03-06 16:02:24.485,8,0.0497513,-0.5553752,0.03366473,-0.8294275,357.413,67.75596,353.6144,0.0
2025-03-06 16:02:24.513,9,0.04989225,-0.5554379,0.03382039,-0.8293708,357.41,67.76628,353.5903,0.0
2025-03-06 16:02:24.542,10,0.04980673,-0.5553362,0.03406432,-0.829434,357.433,67.75166,353.5729,0.0
2025-03-06 16:02:24.570,11,0.04934137,-0.5551289,0.03387274,-0.8296084,357.4632,67.71795,353.6217,0.0
2025-03-06 16:02:24.598,12,0.04937664,-0.554882,0.0335783,-0.8297835,357.4392,67.68397,353.6482,0.0
2025-03-06 16:02:24.625,13,0.04973627,-0.554631,0.03337622,-0.829938,357.3903,67.65294,353.6451,0.0
2025-03-06 16:02:24.652,14,0.04967006,-0.5546429,0.03322678,-0.82994,357.3871,67.65369,353.6636,0.0
2025-03-06 16:02:24.678,15,0.0497231,-0.5547985,0.03301844,-0.829841,357.3699,67.67545,353.6796,0.0
2025-03-06 16:02:24.704,16,0.0499785,-0.5550104,0.03321225,-0.8296763,357.3597,67.70757,353.644,0.0
2025-03-06 16:02:24.731,17,0.05006543,-0.5552258,0.0334554,-0.8295172,357.3687,67.73846,353.6146,0.0
2025-03-06 16:02:24.757,18,0.0499913,-0.5553081,0.03346237,-0.8294663,357.3767,67.74902,353.6184,0.0
2025-03-06 16:02:24.786,19,0.05015151,-0.5553468,0.03373352,-0.8294197,357.3792,67.75639,353.5822,0.0
