timestamp,LeftEye_Openness_Openness,RightEye_Openness_Openness,LeftEye_PupilDilation_PupilDilation,RightEye_PupilDilation_PupilDilation,LeftEye_PupilPosition_X,LeftEye_PupilPosition_Y,RightEye_PupilPosition_X,RightEye_PupilPosition_Y,LeftEye_Gaze_X,LeftEye_Gaze_Y,LeftEye_Gaze_Z,RightEye_Gaze_X,RightEye_Gaze_Y,RightEye_Gaze_Z,FMSQ
2025-03-05 13:24:34.405,1,1,-1.0,2.395981,-1.0,-1.0,0.4125217,0.4038549,0.0,0.0,0.0,-0.06118774,0.02009583,0.9979095,3
2025-03-05 13:24:34.414,1,1,-1.0,2.395981,-1.0,-1.0,0.4125217,0.4038549,0.0,0.0,0.0,-0.06118774,0.02009583,0.9979095,3
2025-03-05 13:24:34.422,1,1,-1.0,2.395981,-1.0,-1.0,0.4125217,0.4038549,0.0,0.0,0.0,-0.06118774,0.02009583,0.9979095,3
2025-03-05 13:24:34.430,1,1,-1.0,2.395981,-1.0,-1.0,0.4125217,0.4038549,0.0,0.0,0.0,-0.06118774,0.02009583,0.9979095,3
2025-03-05 13:24:34.439,1,1,2.122284,2.337677,0.507706,0.5470218,0.4127875,0.4051318,0.01678467,-0.0249176,0.9995422,-0.06027222,0.01272583,0.9980927,3
2025-03-05 13:24:34.447,1,1,2.122284,2.337677,0.507706,0.5470218,0.4127875,0.4051318,0.01678467,-0.0249176,0.9995422,-0.06027222,0.01272583,0.9980927,3
2025-03-05 13:24:34.455,1,1,2.122284,2.337677,0.507706,0.5470218,0.4127875,0.4051318,0.01678467,-0.0249176,0.9995422,-0.06027222,0.01272583,0.9980927,3
2025-03-05 13:24:34.463,1,1,2.06192,2.336456,0.5085049,0.5472807,0.4120103,0.4050592,0.01393127,-0.02806091,0.9994965,-0.05644226,0.01298523,0.9983063,3
2025-03-05 13:24:34.471,1,1,2.06192,2.336456,0.5085049,0.5472807,0.4120103,0.4050592,0.01393127,-0.02806091,0.9994965,-0.05644226,0.01298523,0.9983063,3
2025-03-05 13:24:34.479,1,1,2.06192,2.336456,0.5085049,0.5472807,0.4120103,0.4050592,0.01393127,-0.02806091,0.9994965,-0.05644226,0.01298523,0.9983063,3
2025-03-05 13:24:34.487,1,1,2.06192,2.336456,0.5085049,0.5472807,0.4120103,0.4050592,0.01393127,-0.02806091,0.9994965,-0.05644226,0.01298523,0.9983063,3
2025-03-05 13:24:34.495,1,1,2.074448,2.336319,0.5088525,0.5473448,0.4124136,0.4049866,0.01182556,-0.02801514,0.999527,-0.0586853,0.01327515,0.9981842,3
2025-03-05 13:24:34.504,1,1,2.074448,2.336319,0.5088525,0.5473448,0.4124136,0.4049866,0.01182556,-0.02801514,0.999527,-0.0586853,0.01327515,0.9981842,3
2025-03-05 13:24:34.513,1,1,2.074448,2.336319,0.5088525,0.5473448,0.4124136,0.4049866,0.01182556,-0.02801514,0.999527,-0.0586853,0.01327515,0.9981842,3
2025-03-05 13:24:34.522,1,1,2.083588,2.351563,0.5085049,0.5472807,0.4119946,0.4050592,0.01330566,-0.02746582,0.999527,-0.05641174,0.01281738,0.9983215,3
2025-03-05 13:24:34.530,1,1,2.083588,2.351563,0.5085049,0.5472807,0.4119946,0.4050592,0.01330566,-0.02746582,0.999527,-0.05641174,0.01281738,0.9983215,3
2025-03-05 13:24:34.538,1,1,2.083588,2.351563,0.5085049,0.5472807,0.4119946,0.4050592,0.01330566,-0.02746582,0.999527,-0.05641174,0.01281738,0.9983215,3
2025-03-05 13:24:34.546,1,1,2.083588,2.351563,0.5085049,0.5472807,0.4119946,0.4050592,0.01330566,-0.02746582,0.999527,-0.05641174,0.01281738,0.9983215,3
2025-03-05 13:24:34.554,1,1,2.085754,2.336441,0.5086194,0.547034,0.4124061,0.4049866,0.01268005,-0.02603149,0.9995728,-0.05859375,0.01348877,0.9981842,3
2025-03-05 13:24:34.562,1,1,2.085754,2.336441,0.5086194,0.547034,0.4124061,0.4049866,0.01268005,-0.02603149,0.9995728,-0.05859375,0.01348877,0.9981842,3
2025-03-05 13:24:34.571,1,1,2.085754,2.336441,0.5086194,0.547034,0.4124061,0.4049866,0.01268005,-0.02603149,0.9995728,-0.05859375,0.01348877,0.9981842,3
2025-03-05 13:24:34.580,1,1,2.086487,2.335724,0.5087339,0.5472807,0.4124099,0.4050592,0.01196289,-0.02703857,0.9995575,-0.05859375,0.01304626,0.9981842,3
2025-03-05 13:24:34.588,1,1,2.086487,2.335724,0.5087339,0.5472807,0.4124099,0.4050592,0.01196289,-0.02703857,0.9995575,-0.05859375,0.01304626,0.9981842,3
2025-03-05 13:24:34.596,1,1,2.086487,2.335724,0.5087339,0.5472807,0.4124099,0.4050592,0.01196289,-0.02703857,0.9995575,-0.05859375,0.01304626,0.9981842,3
2025-03-05 13:24:34.605,1,1,2.087219,2.336365,0.5087417,0.547034,0.4124061,0.4051318,0.01187134,-0.02549744,0.9996033,-0.05854797,0.01257324,0.9981995,3
2025-03-05 13:24:34.613,1,1,2.087219,2.336365,0.5087417,0.547034,0.4124061,0.4051318,0.01187134,-0.02549744,0.9996033,-0.05854797,0.01257324,0.9981995,3
2025-03-05 13:24:34.622,1,1,2.087219,2.336365,0.5087417,0.547034,0.4124061,0.4051318,0.01187134,-0.02549744,0.9996033,-0.05854797,0.01257324,0.9981995,3
2025-03-05 13:24:34.630,1,1,2.087219,2.336365,0.5087417,0.547034,0.4124061,0.4051318,0.01187134,-0.02549744,0.9996033,-0.05854797,0.01257324,0.9981995,3
2025-03-05 13:24:34.638,1,1,2.087784,2.351715,0.5087339,0.5471467,0.4123382,0.4050592,0.01176453,-0.0256958,0.999588,-0.05804443,0.01344299,0.9982147,3
2025-03-05 13:24:34.646,1,1,2.087784,2.351715,0.5087339,0.5471467,0.4123382,0.4050592,0.01176453,-0.0256958,0.999588,-0.05804443,0.01344299,0.9982147,3
2025-03-05 13:24:34.654,1,1,2.087784,2.351715,0.5087339,0.5471467,0.4123382,0.4050592,0.01176453,-0.0256958,0.999588,-0.05804443,0.01344299,0.9982147,3
2025-03-05 13:24:34.662,1,1,2.093079,2.367111,0.5086194,0.5472137,0.4122702,0.4051318,0.0120697,-0.02572632,0.999588,-0.05752563,0.0136261,0.9982452,3
2025-03-05 13:24:34.670,1,1,2.093079,2.367111,0.5086194,0.5472137,0.4122702,0.4051318,0.0120697,-0.02572632,0.999588,-0.05752563,0.0136261,0.9982452,3
2025-03-05 13:24:34.678,1,1,2.093079,2.367111,0.5086194,0.5472137,0.4122702,0.4051318,0.0120697,-0.02572632,0.999588,-0.05752563,0.0136261,0.9982452,3
2025-03-05 13:24:34.686,1,1,2.093079,2.367111,0.5086194,0.5472137,0.4122702,0.4051318,0.0120697,-0.02572632,0.999588,-0.05752563,0.0136261,0.9982452,3
2025-03-05 13:24:34.694,1,1,2.098724,2.367813,0.5085049,0.5472807,0.4122411,0.4050592,0.01239014,-0.02577209,0.999588,-0.05735779,0.01441956,0.9982452,3
2025-03-05 13:24:34.702,1,1,2.098724,2.367813,0.5085049,0.5472807,0.4122411,0.4050592,0.01239014,-0.02577209,0.999588,-0.05735779,0.01441956,0.9982452,3
2025-03-05 13:24:34.710,1,1,2.098724,2.367813,0.5085049,0.5472807,0.4122411,0.4050592,0.01239014,-0.02577209,0.999588,-0.05735779,0.01441956,0.9982452,3
2025-03-05 13:24:34.719,1,1,2.113297,2.36763,0.5085618,0.5473448,0.4122121,0.4050935,0.01196289,-0.02545166,0.9996033,-0.0572052,0.0146637,0.9982452,3
