Timestamp,ECG_test1_ECGtoHR_LA_RA_CAL,Lead I (LA-RA),Lead II (LL-LA),Lead III (LL-RA),Vx-RL
2025-03-05 13:33:03.030,67.36842105263158,-0.03567393901708487,0.03176984007601534,-0.0039040412124064987,-0.06515910568126598
2025-03-05 13:33:03.032,67.36842105263158,-0.03867244752796274,0.039327918297650366,0.000655530020570211,-0.05745384756599329
2025-03-05 13:33:03.034,67.36842105263158,-0.041569037744800856,0.04683810318269296,0.0052691262341100316,-0.05198472763831591
2025-03-05 13:33:03.036,67.36842105263158,-0.044213194737269056,0.05446004514252861,0.010246912791519736,-0.050269258507050704
2025-03-05 13:33:03.038,67.36842105263158,-0.046292321191819016,0.06196738739998364,0.01567513023016554,-0.052485023629124966
2025-03-05 13:33:03.040,67.36842105263158,-0.04739708048011865,0.06888600189587195,0.021488987099669,-0.057502402065135357
2025-03-05 13:33:03.042,67.36842105263158,-0.047194064935546745,0.07481666495623399,0.02762266736333207,-0.0634789195648826
2025-03-05 13:33:03.044,67.36842105263158,-0.04563390657973928,0.07972918675799268,0.03409534915267739,-0.06869382243621291
2025-03-05 13:33:03.046,67.36842105263158,-0.04305920472772871,0.08405778695065122,0.040998652796062685,-0.07218598809659701
2025-03-05 13:33:03.048,67.36842105263158,-0.040089390256670895,0.08851173645259895,0.04842241834881762,-0.07394181212863471
2025-03-05 13:33:03.050,67.36842105263158,-0.03730262694517947,0.09366834104527812,0.05636578784012269,-0.07467454853818022
2025-03-05 13:33:03.052,67.36842105263158,-0.03490393472653478,0.09959940792295578,0.06469554855556073,-0.07541539129031112
2025-03-05 13:33:03.054,67.36842105263158,-0.03261021287409054,0.10581912987291257,0.07320899401926799,-0.07713269348997275
2025-03-05 13:33:03.055,67.36842105263158,-0.029852621948966353,0.11163383579056232,0.08178129255658029,-0.08049319440535652
2025-03-05 13:33:03.057,67.36842105263158,-0.026183589923813963,0.11668056364929963,0.09049705414537508,-0.08577666849968388
2025-03-05 13:33:03.059,67.36842105263158,-0.021628198461005915,0.12130184505177996,0.09967372870139454,-0.09287893315548541
2025-03-05 13:33:03.061,67.36842105263158,-0.016745109931823456,0.12649532958398385,0.10975030342576568,-0.10131376662021246
2025-03-05 13:33:03.063,67.36842105263158,-0.012351691397925272,0.13342762406257255,0.12107601807741322,-0.11021233796521261
2025-03-05 13:33:03.065,67.36842105263158,-0.009093264037001083,0.14278769443914122,0.13369451744894065,-0.11845355771864802
2025-03-05 13:33:03.067,67.36842105263158,-0.007131599686074706,0.15439126067829304,0.14725974969120098,-0.12502550656585693
2025-03-05 13:33:03.069,67.36842105263158,-0.006127426758637311,0.16728659188658154,0.16115925551297364,-0.12947516815529547
2025-03-05 13:33:03.071,67.36842105263158,-0.005487520022225714,0.18025337056816107,0.174765942651292,-0.13213293310298008
2025-03-05 13:33:03.073,67.36842105263158,-0.0046884563765950665,0.19233406669153588,0.18764570416045687,-0.133933793517918
2025-03-05 13:33:03.075,67.36842105263158,-0.0034716852310327498,0.20309158480843087,0.19961999516161866,-0.13595937891879925
2025-03-05 13:33:03.077,67.36842105263158,-0.0018294160874096166,0.2125540586448981,0.2107247398619679,-0.1389871244897669
2025-03-05 13:33:03.079,67.36842105263158,0.00013918142200345892,0.22102202392697542,0.22116130435096723,-0.14325615376459228
2025-03-05 13:33:03.081,67.36842105263158,0.0023646224234581364,0.22891245067339927,0.2312771737834815,-0.14849235011181436
