Timestamp,ECG_test1_ECGtoHR_LA_RA_CAL,Lead I (LA-RA),Lead II (LL-LA),Lead III (LL-RA),Vx-RL
2025-03-07 14:04:37.048,-1.0,0.0710506565726213,-0.1281790038717103,-0.0571285055917119,4.90165205632059e-07
2025-03-07 14:04:37.050,-1.0,0.0773217694324878,-0.1418425652983834,-0.0645209536669653,5.042573011392757e-07
2025-03-07 14:04:37.052,-1.0,0.0835464090215749,-0.1512115509566768,-0.0676652992017726,5.183478435955397e-07
2025-03-07 14:04:37.053,-1.0,0.0896495064899615,-0.1587426980960739,-0.0690933482679785,5.325759510091284e-07
2025-03-07 14:04:37.055,-1.0,0.0960299308877775,-0.1682028361023954,-0.0721730612020469,5.469865697321054e-07
2025-03-07 14:04:37.057,-1.0,0.1033826790881938,-0.1828316230848968,-0.0794490992681602,5.615093304550217e-07
2025-03-07 14:04:37.059,-1.0,0.1121331633553145,-0.203430101221124,-0.0912970924214024,5.759970010714266e-07
2025-03-07 14:04:37.061,-1.0,0.1218376924841669,-0.2273726201205408,-0.1055350815115649,5.903022972253612e-07
2025-03-07 14:04:37.063,-1.0,0.1310243436680435,-0.249281797056269,-0.1182576066310409,6.043526587296577e-07
2025-03-07 14:04:37.065,-1.0,0.1377048216837934,-0.263303046486092,-0.1255983774450216,6.181847248499794e-07
2025-03-07 14:04:37.067,-1.0,0.1403137585034211,-0.2659554187250057,-0.1256418122603192,6.319219839205319e-07
2025-03-07 14:04:37.069,-1.0,0.1385084071694545,-0.2580517613930772,-0.1195435056152393,6.457086986614169e-07
2025-03-07 14:04:37.071,-1.0,0.1333647671692568,-0.2445694706559762,-0.1112048541644091,6.596352449576626e-07
2025-03-07 14:04:37.073,-1.0,0.1269256474607745,-0.2324378474654603,-0.1055123499045918,6.73693332461264e-07
2025-03-07 14:04:37.075,-1.0,0.1214167854279158,-0.2273413502010383,-0.1059247138593659,6.877830529699507e-07
2025-03-07 14:04:37.077,-1.0,0.1185001056569229,-0.2311487768299491,-0.1126488194492828,7.017664426087805e-07
