Timestamp,Lead I (LA-RA),Lead II (LL-LA),Lead III (LL-RA),Vx-RL,FMS,Condition
2025-05-14 16:10:18.897,-0.0912097436086312,-0.0713203894456143,-0.1625301333335973,-0.061143640460042,4,DB
2025-05-14 16:10:18.901,-0.0990695053406596,-0.0817405023876996,-0.1808100079968529,-0.0583607275887431,4,DB
2025-05-14 16:10:18.905,-0.1179461358560895,-0.0723534847761639,-0.1902996208905131,-0.0473316143764224,4,DB
2025-05-14 16:10:18.909,-0.1190718855579841,-0.0651894287431498,-0.1842613145491141,-0.0428074204408026,4,DB
2025-05-14 16:10:18.913,-0.1051716537755296,-0.0776896816242606,-0.1828613356370182,-0.0496281054731184,4,DB
2025-05-14 16:10:18.917,-0.1073357921484446,-0.0915963108011028,-0.198932103176001,-0.0543472857540441,4,DB
2025-05-14 16:10:18.921,-0.1281129038311164,-0.085563511145567,-0.2136764151927692,-0.0472235408725583,4,DB
2025-05-14 16:10:18.925,-0.1355171229975826,-0.0741411141637564,-0.2096582373672321,-0.0392772994645422,4,DB
2025-05-14 16:10:18.929,-0.1206625245944892,-0.0824962457609258,-0.2031587705509352,-0.0448743817777932,4,DB
2025-05-14 16:10:18.932,-0.1126940047741033,-0.1010354874004116,-0.2137294923595372,-0.059234108629802,4,DB
2025-05-14 16:10:18.936,-0.1246554154139612,-0.100243087653586,-0.2248985032421831,-0.0659830447358728,4,DB
2025-05-14 16:10:18.940,-0.1328800498206429,-0.0802035640491348,-0.2130836140342188,-0.0608048257447333,4,DB
2025-05-14 16:10:18.944,-0.1233164397896011,-0.0755724345513805,-0.1988888744953415,-0.055705868941444,4,DB
2025-05-14 16:10:18.948,-0.1051874560961776,-0.1217022744705311,-0.2268897307109475,-0.0521427953723597,4,DB
2025-05-14 16:10:18.952,-0.0617973507977452,-0.2393398151058907,-0.3011371660376191,-0.009975765924574,4,DB
2025-05-14 16:10:18.956,0.0528529831179822,-0.4281599573602248,-0.3753069743660004,0.1322266217546441,4,DB
2025-05-14 16:10:18.960,0.2426614312655801,-0.6353100227771356,-0.3926485916253802,0.3662696123517592,4,DB
2025-05-14 16:10:18.964,0.4393003759007967,-0.7436023870377468,-0.3043020112410225,0.5489057237508932,4,DB
2025-05-14 16:10:18.968,0.5451075621465546,-0.6155743195895921,-0.0704667575371346,0.4861131307395027,4,DB
2025-05-14 16:10:18.971,0.4734416350296738,-0.1430914502853895,0.3303501846603914,0.1058070191856234,4,DB
2025-05-14 16:10:18.975,0.2063452580457933,0.6787903789870633,0.8851356369589108,-0.4808730826730337,4,DB
2025-05-14 16:10:18.979,-0.1400879270638947,1.6163309968823518,1.4762430697540392,-1.0764408449228704,4,DB
2025-05-14 16:10:18.983,-0.4173578686553418,2.2275567768020776,1.810198908091927,-1.5233942542103631,4,DB
2025-05-14 16:10:18.987,-0.6485947124850362,2.2232367398588098,1.5746420273289985,-1.7664227384689353,4,DB
2025-05-14 16:10:18.991,-0.9630361595615224,1.7514393618385389,0.7884032022422671,-1.830213460055782,4,DB
2025-05-14 16:10:18.995,-1.3029412967690843,1.1967353589687362,-0.1062059378256057,-1.7449445119139777,4,DB
2025-05-14 16:10:18.999,-1.4091000325968892,0.7971799508559614,-0.6119200817569436,-1.5147713006527397,4,DB
2025-05-14 16:10:19.003,-1.1479078165878578,0.5520196749054196,-0.5958881416887939,-1.1630750991511576,4,DB
2025-05-14 16:10:19.007,-0.6862503892912111,0.3732884610885962,-0.3129619281989768,-0.7672313425502082,4,DB
2025-05-14 16:10:19.011,-0.3044196247015593,0.2116983516236073,-0.0927212730647439,-0.4258623472811497,4,DB
2025-05-14 16:10:19.014,-0.1423153755459757,0.0799922874920652,-0.062323088031718,-0.2022138237813748,4,DB
2025-05-14 16:10:19.018,-0.14277123765401,0.0092771831723403,-0.1334940544503129,-0.096689519852602,4,DB
2025-05-14 16:10:19.022,-0.1678232629045975,-0.0104923312296208,-0.1783155940931041,-0.0614322303845514,4,DB
2025-05-14 16:10:19.026,-0.1398049386338357,-0.0291435007283639,-0.1689484393114335,-0.0424924437847523,4,DB
2025-05-14 16:10:19.030,-0.0848611760551399,-0.0711316600897382,-0.1559928360852227,-0.0150490461538237,4,DB
2025-05-14 16:10:19.034,-0.058397973244661,-0.1089403248503704,-0.1673382980267007,0.0157334712678243,4,DB
2025-05-14 16:10:19.038,-0.0598896745693528,-0.1170735710284168,-0.1769632455201218,0.0376159446194809,4,DB
2025-05-14 16:10:19.042,-0.0473204775683281,-0.1144464968507775,-0.1617669743318343,0.0484909777622352,4,DB
2025-05-14 16:10:19.046,-0.0118460620323505,-0.1285079321535434,-0.1403539940896869,0.0562123950466226,4,DB
2025-05-14 16:10:19.050,0.0111566937076014,-0.1494316702952771,-0.1382749764831505,0.0684068403923838,4,DB
2025-05-14 16:10:19.054,0.0060646679237212,-0.1522458676591839,-0.1461811996221889,0.084057043080777,4,DB
2025-05-14 16:10:19.057,0.0037584425559269,-0.1428142401812742,-0.1390557975026881,0.0964473670210259,4,DB
2025-05-14 16:10:19.061,0.0277374922904678,-0.1466918474510349,-0.1189543550289102,0.1038026788879854,4,DB
2025-05-14 16:10:19.065,0.055422046316195,-0.1641130860673308,-0.1086910396113519,0.1116385433291783,4,DB
2025-05-14 16:10:19.069,0.060005304158848,-0.1711666735476622,-0.111161369240858,0.124499675325187,4,DB
2025-05-14 16:10:19.073,0.0566541774739793,-0.1622935636457757,-0.105639386014895,0.141122794754354,4,DB
2025-05-14 16:10:19.077,0.0736370313128982,-0.1584246528225315,-0.0847876213437531,0.1564526495916835,4,DB
2025-05-14 16:10:19.081,0.1029076230456,-0.1692914031560858,-0.0663837799365109,0.1653722884173186,4,DB
2025-05-14 16:10:19.085,0.1164734886464883,-0.1777060106786781,-0.0612325218504957,0.1688280648265908,4,DB
2025-05-14 16:10:19.089,0.1158756445900229,-0.1710404907321977,-0.0551648459520947,0.1753603747749705,4,DB
2025-05-14 16:10:19.093,0.1277106611279005,-0.1626148541354164,-0.0349041928086226,0.1904672592446219,4,DB
2025-05-14 16:10:19.096,0.1570215866773317,-0.1669961106171418,-0.0099745237327595,0.2094952875119885,4,DB
2025-05-14 16:10:19.100,0.1810062659793929,-0.1749971898642718,0.006009076329639,0.2259396338591328,4,DB
2025-05-14 16:10:19.104,0.189699793366677,-0.1718615291536132,0.0178382644354094,0.2392547624324364,4,DB
2025-05-14 16:10:19.108,0.2004926154730532,-0.1638270919416009,0.0366655237622889,0.25388753386941,4,DB
2025-05-14 16:10:19.112,0.2260236844505421,-0.1657126980410411,0.0603109866485607,0.2776680057963753,4,DB
2025-05-14 16:10:19.116,0.2556672351818118,-0.1745547885237905,0.0811124469045133,0.3142894163842294,4,DB
2025-05-14 16:10:19.120,0.2780699104073321,-0.1766936199779327,0.1013762906832953,0.3516811065575143,4,DB
