Time,#Frame,HeadQRotationX,HeadQRotationY,HeadQRotationZ,HeadQRotationW,HeadEulX,HeadEulY,HeadEulZ,FMSQ
2025-03-05 15:12:33.650,1,-0.04361941,3.572875e-07,1.559951e-08,0.9990483,355.0,4.098114e-05,-2.04333e-13,5.0
2025-03-05 15:12:34.190,2,-0.04361941,1.627656e-07,7.106503e-09,0.9990483,355.0,1.866934e-05,-1.532498e-13,5.0
2025-03-05 15:12:34.224,3,0.04361941,-1.627656e-07,-7.106503e-09,-0.9990483,355.0,1.866934e-05,-1.532498e-13,5.0
2025-03-05 15:12:34.333,4,0.0725131,-0.4983341,0.01607066,-0.8637979,353.7276,60.27895,354.2241,5.0
2025-03-05 15:12:34.373,5,0.07262966,-0.5043059,0.01634476,-0.8603101,353.7722,61.07559,354.1468,5.0
2025-03-05 15:12:34.403,6,0.07339177,-0.5059117,0.01561647,-0.8593156,353.6655,61.29721,354.1618,5.0
2025-03-05 15:12:34.433,7,0.07370862,-0.5070221,0.01483348,-0.8586478,353.596,61.44684,354.2121,5.0
2025-03-05 15:12:34.465,8,0.07362992,-0.5076062,0.01387377,-0.8583253,353.5514,61.52037,354.3073,5.0
2025-03-05 15:12:34.494,9,0.07367279,-0.5080811,0.01306189,-0.8580533,353.5027,61.58148,354.3813,5.0
2025-03-05 15:12:34.523,10,0.07347536,-0.5082812,0.01272678,-0.8579568,353.5037,61.60439,354.4247,5.0
2025-03-05 15:12:34.553,11,0.07332288,-0.5088501,0.01246736,-0.8576363,353.5071,61.67751,354.4551,5.0
2025-03-05 15:12:34.581,12,0.07284604,-0.5093716,0.01270818,-0.8573639,353.5714,61.74184,354.456,5.0
2025-03-05 15:12:34.608,13,0.07243175,-0.5103107,0.01305061,-0.8568352,353.6383,61.86328,354.4401,5.0
2025-03-05 15:12:34.637,14,0.07208674,-0.5111788,0.01397761,-0.856332,353.7325,61.9782,354.3631,5.0
2025-03-05 15:12:34.664,15,0.07173061,-0.5123644,0.0151344,-0.8556334,353.8437,62.13627,354.262,5.0
2025-03-05 15:12:34.693,16,0.07145098,-0.5131114,0.01613236,-0.8551909,353.9352,62.23603,354.1753,5.0
2025-03-05 15:12:34.720,17,0.07116719,-0.5143297,0.01793032,-0.8544465,354.0781,62.4015,354.0071,5.0
2025-03-05 15:12:34.750,18,0.07149933,-0.5155722,0.01957678,-0.8536335,354.1524,62.57787,353.8167,5.0
2025-03-05 15:12:34.778,19,0.07137311,-0.5161402,0.01999941,-0.8532909,354.1941,62.65374,353.779,5.0
2025-03-05 15:12:34.807,20,0.07163859,-0.5169246,0.02092648,-0.8527715,354.2293,62.76552,353.6666,5.0
2025-03-05 15:12:34.835,21,0.07236039,-0.5171438,0.02135596,-0.852567,354.1862,62.80609,353.5791,5.0
2025-03-05 15:12:34.863,22,0.07324453,-0.5173814,0.02156333,-0.852342,354.1142,62.8508,353.5033,5.0
2025-03-05 15:12:34.892,23,0.07404803,-0.5168521,0.02048575,-0.8526203,353.9674,62.78737,353.5638,5.0
2025-03-05 15:12:34.919,24,0.07520708,-0.516141,0.01953547,-0.8529719,353.7923,62.70489,353.5915,5.0
2025-03-05 15:12:34.950,25,0.07704982,-0.515187,0.01777977,-0.8534223,353.5006,62.5968,353.6589,5.0
2025-03-05 15:12:34.978,26,0.07823166,-0.5142916,0.01601897,-0.8538897,353.2738,62.48715,353.767,5.0
2025-03-05 15:12:35.007,27,0.07947844,-0.5130931,0.0131622,-0.854544,352.9735,62.33348,353.9819,5.0
2025-03-05 15:12:35.037,28,0.07978904,-0.5124364,0.01165844,-0.8549309,352.8493,62.24398,354.1165,5.0
2025-03-05 15:12:35.064,29,0.08026877,-0.5115322,0.009267748,-0.8554565,352.6545,62.12002,354.3307,5.0
2025-03-05 15:12:35.093,30,0.08063839,-0.5109215,0.007423043,-0.8558047,352.5052,62.03582,354.4955,5.0
2025-03-05 15:12:35.120,31,0.0809781,-0.509848,0.00468881,-0.856432,352.3036,61.88516,354.7542,5.0
2025-03-05 15:12:35.155,32,0.08090367,-0.5086316,0.002581784,-0.8571709,352.1795,61.71194,354.9779,5.0
2025-03-05 15:12:35.184,33,0.08071739,-0.5074815,0.001010925,-0.8578733,352.0988,61.54832,355.1549,5.0
2025-03-05 15:12:35.218,34,0.08045357,-0.506692,9.484293e-05,-0.8583651,352.0667,61.43488,355.2687,5.0
2025-03-05 15:12:35.246,35,0.08012472,-0.505627,-0.001156173,-0.8590228,352.02,61.28223,355.4222,5.0
2025-03-05 15:12:35.273,36,0.07970762,-0.5047739,-0.00177795,-0.8595622,352.0203,61.15964,355.5167,5.0
2025-03-05 15:12:35.306,37,0.07942303,-0.5045841,-0.00195226,-0.8596995,352.0372,61.12967,355.5527,5.0
2025-03-05 15:12:35.334,38,0.07930191,-0.5045961,-0.002282025,-0.8597028,352.03,61.12817,355.5925,5.0
2025-03-05 15:12:35.362,39,0.07909282,-0.5049649,-0.002089077,-0.859506,352.0638,61.17557,355.5824,5.0
2025-03-05 15:12:35.390,40,0.07863437,-0.5053629,-0.001776326,-0.8593149,352.1293,61.22411,355.5751,5.0
2025-03-05 15:12:35.417,41,0.07827462,-0.5058253,-0.001103667,-0.8590767,352.2064,61.28417,355.5258,5.0
2025-03-05 15:12:35.447,42,0.07780901,-0.506136,-0.0003929843,-0.8589366,352.2955,61.32267,355.4804,5.0
2025-03-05 15:12:35.476,43,0.0771658,-0.5064818,0.0007788577,-0.8587906,352.4293,61.36547,355.3998,5.0
2025-03-05 15:12:35.503,44,0.0769272,-0.5066777,0.001465058,-0.8586956,352.494,61.39146,355.3444,5.0
2025-03-05 15:12:35.534,45,0.07660098,-0.506955,0.002725169,-0.8585579,352.6015,61.42952,355.2368,5.0
2025-03-05 15:12:35.560,46,0.07591774,-0.5072438,0.004040927,-0.8584428,352.7475,61.46455,355.1451,5.0
2025-03-05 15:12:35.590,47,0.07585442,-0.5073848,0.004622361,-0.8583622,352.7886,61.48493,355.0902,5.0
2025-03-05 15:12:35.617,48,0.07608461,-0.5077316,0.005351324,-0.8581324,352.8107,61.53731,355.0015,5.0
2025-03-05 15:12:35.645,49,0.07674592,-0.5079675,0.00546838,-0.8579332,352.754,61.57817,354.9483,5.0
2025-03-05 15:12:35.675,50,0.07718896,-0.5083987,0.00593403,-0.8576349,352.7404,61.64372,354.872,5.0
2025-03-05 15:12:35.702,51,0.07744126,-0.5088686,0.006205957,-0.8573315,352.7344,61.71117,354.826,5.0
2025-03-05 15:12:35.731,52,0.07783912,-0.5094746,0.006273279,-0.856935,352.7029,61.79803,354.7903,5.0
