Timestamp,Lead I (LA-RA),Lead II (LL-LA),Lead III (LL-RA),Vx-RL
2025-05-14 14:39:05.969,-6.448436457588372,22.29078301003704,15.842346503159106,4.586451661207141e-08
2025-05-14 14:39:05.977,-6.0291658735724685,11.46229301968969,5.433127096463855,4.6669891217683353e-08
2025-05-14 14:39:05.981,-6.609660476472569,7.598567987513169,0.988907460983388,4.74724080889942e-08
2025-05-14 14:39:05.985,-8.032045429839894,10.559712228026346,2.5276667476505663,4.8260973880129224e-08
2025-05-14 14:39:05.989,-9.376042668763048,17.17086425020754,7.794821530455471,4.9028516240568044e-08
2025-05-14 14:39:05.993,-10.240757899330976,25.437497677633036,15.196739726942608,4.978336671041391e-08
2025-05-14 14:39:05.997,-10.76234547638916,32.92479656981231,22.16245104167248,5.0533152377753535e-08
2025-05-14 14:39:06.001,-10.473638499064194,37.407107955863765,26.933469404553147,5.127179267737808e-08
2025-05-14 14:39:06.004,-8.671557551658626,41.26249862031379,32.59094101590695,5.1991320275090257e-08
2025-05-14 14:39:06.008,-6.039359922603558,48.88679389879047,42.84743392304114,5.269533051773568e-08
2025-05-14 14:39:06.012,-4.172108519802284,58.45411048179054,54.2820019084624,5.3391115429859776e-08
2025-05-14 14:39:06.016,-3.4577665216621445,62.89960475697855,59.44183818129128,5.4076742847405535e-08
2025-05-14 14:39:06.020,-3.0654527125577524,60.0109571061057,56.94550433896993,5.4745520607732275e-08
2025-05-14 14:39:06.024,-2.54715055160287,54.9632445052404,52.416093898610704,5.53976459646346e-08
2025-05-14 14:39:06.028,-1.8150365546033924,51.96723899270591,50.15220238269316,5.6038459425696795e-08
2025-05-14 14:39:06.032,-0.4555658338448438,49.495368284327725,49.0398023945842,5.666858868269906e-08
2025-05-14 14:39:06.036,1.3306724181483471,45.17240582579215,46.50307818744839,5.728374990962526e-08
2025-05-14 14:39:06.040,2.262985846747801,40.30997120569134,42.5729569954278,5.788252744530949e-08
2025-05-14 14:39:06.043,1.950023158462788,37.1273478538265,39.07737095486803,5.846771920059196e-08
2025-05-14 14:39:06.047,2.0334111394017573,34.71584937308528,36.74926045459112,5.904067702996779e-08
2025-05-14 14:39:06.051,3.933080193833468,30.62110314889215,34.55418328421517,5.9599576460255087e-08
2025-05-14 14:39:06.055,6.794834074352745,24.76265016789044,31.55748418313552,6.0143157509671e-08
2025-05-14 14:39:06.059,8.90731328912305,19.44389634628224,28.351209575829195,6.067221913580645e-08
2025-05-14 14:39:06.063,9.561150172637593,16.88588828961444,26.447038402205788,6.11874305452212e-08
2025-05-14 14:39:06.067,8.68600608070662,18.47863704651021,27.16464306655593,6.168851436058975e-08
2025-05-14 14:39:06.071,6.926570676393704,24.17390260929295,31.100473224359654,6.217532720145037e-08
2025-05-14 14:39:06.075,6.56665831426364,30.81357309199408,37.38023134437712,6.264770733322238e-08
2025-05-14 14:39:06.079,9.44680531039759,33.894086288091,43.34089153611726,6.310499760851708e-08
2025-05-14 14:39:06.083,13.74579891690389,32.734742740204574,46.48054159413503,6.354728649237882e-08
2025-05-14 14:39:06.086,15.89322602099408,31.275728453663728,47.16895441097199,6.397580456328965e-08
2025-05-14 14:39:06.090,15.395065158504536,32.878876130410944,48.27394122457736,6.439067784279563e-08
2025-05-14 14:39:06.094,14.693965464901009,36.88960901263296,51.58357441265015,6.479016793559009e-08
2025-05-14 14:39:06.098,14.938251068822236,40.48535837678537,55.42360938013128,6.517368838722015e-08
2025-05-14 14:39:06.102,15.15584065030715,41.33545324652285,56.49129383062368,6.55432284120644e-08
2025-05-14 14:39:06.106,15.055444927053056,38.26497761512469,53.320422475227474,6.589984584075219e-08
2025-05-14 14:39:06.110,15.513837914225157,31.61494450687192,47.128782353514765,6.624136595179576e-08
2025-05-14 14:39:06.114,16.655650498600345,23.676838149565164,40.33248857997947,6.656605033710405e-08
2025-05-14 14:39:06.118,17.88783517748535,16.483951219894976,34.37178632846924,6.687589482564745e-08
2025-05-14 14:39:06.122,19.27135004068245,7.436580763195077,26.70793073415615,6.717318856183536e-08
2025-05-14 14:39:06.126,21.2039318347724,-8.70793922815129,12.495992536163213,6.745626958204913e-08
2025-05-14 14:39:06.129,23.437881273303397,-29.07788178331127,-5.640000581114526,6.772239686344898e-08
2025-05-14 14:39:06.133,25.344828441456144,-41.45840391957472,-16.11357554993993,6.797277926794356e-08
2025-05-14 14:39:06.137,26.57575481630895,-41.413066958970106,-14.837312215325944,6.82105425955307e-08
2025-05-14 14:39:06.141,27.07084657912727,-39.72188806117636,-12.651041555552595,6.843515552468198e-08
2025-05-14 14:39:06.145,26.92729348419986,-44.700665753922486,-17.773372343955273,6.864343507585621e-08
2025-05-14 14:39:06.149,26.542343217472197,-51.19271560140076,-24.650372458881517,6.883536604143624e-08
2025-05-14 14:39:06.153,26.432543879240825,-53.01176516527004,-26.57922136183053,6.901419499310775e-08
2025-05-14 14:39:06.157,26.592988054393963,-51.03136162688067,-24.438373649206437,6.918066245774705e-08
2025-05-14 14:39:06.161,26.52785265789519,-46.33905662403535,-19.81120404369316,6.93318209772666e-08
2025-05-14 14:39:06.165,26.171450936159417,-39.17020086977065,-12.99875001192251,6.946646421659556e-08
2025-05-14 14:39:06.168,26.07030964235288,-34.40578772303148,-8.335478159831283,6.958731231182548e-08
2025-05-14 14:39:06.172,26.39245103318656,-37.50258462425185,-11.110133671180478,6.96962001740536e-08
2025-05-14 14:39:06.176,26.58568571851467,-46.79455111532084,-20.20886547785943,6.979107708064167e-08
2025-05-14 14:39:06.180,26.28676802739481,-56.34205917590858,-30.05529123039952,6.987000060363496e-08
2025-05-14 14:39:06.184,25.793498014032757,-62.43918580552976,-36.64568787422853,6.993470049458539e-08
2025-05-14 14:39:06.188,25.453514044977336,-63.267789269502025,-37.81427530823039,6.998748791250835e-08
2025-05-14 14:39:06.192,25.28747286861552,-58.24942743366385,-32.961954649775635,7.002736078487906e-08
2025-05-14 14:39:06.196,25.322319342910845,-51.71104558103683,-26.38872632378662,7.005214958735723e-08
2025-05-14 14:39:06.200,25.630485686944887,-50.82956166713706,-25.19907606673531,7.006249587278679e-08
2025-05-14 14:39:06.204,25.921154924524128,-56.288076895550006,-30.36692205854218,7.006063688638801e-08
2025-05-14 14:39:06.208,25.77568918875469,-60.75141223456878,-34.975723134401456,7.004660571990953e-08
2025-05-14 14:39:06.211,25.519602457399245,-58.8172286597637,-33.29762629198908,7.001863470821577e-08
2025-05-14 14:39:06.215,26.11616834262961,-52.6639000318212,-26.547731779773123,6.997658134824618e-08
2025-05-14 14:39:06.219,27.741353941926125,-46.58566281967777,-18.844308969318817,6.992216919046343e-08
2025-05-14 14:39:06.223,29.216557943898167,-41.685127229987714,-12.468569378747658,6.985605381415394e-08
2025-05-14 14:39:06.227,29.60510649590476,-37.843015001834,-8.237908599707175,6.977710505290241e-08
2025-05-14 14:39:06.231,29.76066483533976,-36.55755563573928,-6.796890895232895,6.968475778727309e-08
2025-05-14 14:39:06.235,31.171217974045195,-39.06056728997228,-7.889349411790561,6.957999516033746e-08
2025-05-14 14:39:06.239,33.44612052830588,-44.22727139805543,-10.78115096671372,6.946358893697877e-08
2025-05-14 14:39:06.243,34.366066699177864,-50.70323966830599,-16.33717306726217,6.933504661548274e-08
2025-05-14 14:39:06.247,32.96582877897668,-58.42310035195874,-25.457271672270533,6.919384166147273e-08
2025-05-14 14:39:06.251,31.24931377343132,-66.04732585412196,-34.798012181087174,6.904039986683113e-08
2025-05-14 14:39:06.254,31.735987266762564,-70.36377012569963,-38.62778296045694,6.887532924290987e-08
2025-05-14 14:39:06.258,34.20219927091955,-70.53614123076588,-36.3339420625585,6.869862608380244e-08
2025-05-14 14:39:06.262,36.11312917221747,-69.80793548597482,-33.69480641769956,6.851008637893716e-08
2025-05-14 14:39:06.266,35.88185357715262,-70.67511937270102,-34.79326590069381,6.830978809098193e-08
2025-05-14 14:39:06.270,34.59844692540291,-71.09376381315238,-36.49531699406796,6.80978558647065e-08
2025-05-14 14:39:06.274,34.35785877939401,-68.2814184432171,-33.923559771346035,6.787429489781237e-08
2025-05-14 14:39:06.278,35.51763971086929,-64.01544043767501,-28.49780083559996,6.763919079549585e-08
2025-05-14 14:39:06.282,36.32721634340368,-62.36390518815089,-26.036688954833643,6.739260300984218e-08
2025-05-14 14:39:06.286,35.33689860819055,-63.43027332147249,-28.09337482461964,6.713431698608298e-08
2025-05-14 14:39:06.290,33.23080546220369,-63.58034766758178,-30.349542317944618,6.686420447122037e-08
2025-05-14 14:39:06.293,31.665932111568395,-61.58223187769565,-29.91629987997668,6.658264192390193e-08
2025-05-14 14:39:06.297,31.23639257812913,-60.38781605097824,-29.151423588050545,6.628999416651593e-08
