timestamp,LeftEye_Openness_Openness,RightEye_Openness_Openness,LeftEye_PupilDilation_PupilDilation,RightEye_PupilDilation_PupilDilation,LeftEye_PupilPosition_X,LeftEye_PupilPosition_Y,RightEye_PupilPosition_X,RightEye_PupilPosition_Y,LeftEye_Gaze_X,LeftEye_Gaze_Y,LeftEye_Gaze_Z,RightEye_Gaze_X,RightEye_Gaze_Y,RightEye_Gaze_Z,FMS,Condition
2025-07-25 12:07:34.416,1,1,2.73317,-1.0,0.4203691,0.4420297,-1.0,-1.0,-0.01243591,-0.01242065,0.9998322,0.0,0.0,0.0,0,DB
2025-07-25 12:07:34.425,1,1,2.73317,-1.0,0.4203691,0.4420297,-1.0,-1.0,-0.01243591,-0.01242065,0.9998322,0.0,0.0,0.0,0,DB
2025-07-25 12:07:34.433,1,1,2.73317,-1.0,0.4203691,0.4420297,-1.0,-1.0,-0.01243591,-0.01242065,0.9998322,0.0,0.0,0.0,0,DB
2025-07-25 12:07:34.442,1,1,2.73317,-1.0,0.4203691,0.4420297,-1.0,-1.0,-0.01243591,-0.01242065,0.9998322,0.0,0.0,0.0,0,DB
2025-07-25 12:07:34.450,1,1,2.73317,-1.0,0.4203691,0.4420297,-1.0,-1.0,-0.01243591,-0.01242065,0.9998322,0.0,0.0,0.0,0,DB
2025-07-25 12:07:34.458,1,1,2.73317,-1.0,0.4203691,0.4420297,-1.0,-1.0,-0.01243591,-0.01242065,0.9998322,0.0,0.0,0.0,0,DB
2025-07-25 12:07:34.467,1,1,2.73317,-1.0,0.4203691,0.4420297,-1.0,-1.0,-0.01243591,-0.01242065,0.9998322,0.0,0.0,0.0,0,DB
2025-07-25 12:07:34.476,1,1,2.73317,-1.0,0.4203691,0.4420297,-1.0,-1.0,-0.01243591,-0.01242065,0.9998322,0.0,0.0,0.0,0,DB
2025-07-25 12:07:34.485,1,1,2.73317,-1.0,0.4203691,0.4420297,-1.0,-1.0,-0.01243591,-0.01242065,0.9998322,0.0,0.0,0.0,0,DB
2025-07-25 12:07:34.494,1,1,2.73317,-1.0,0.4203691,0.4420297,-1.0,-1.0,-0.01243591,-0.01242065,0.9998322,0.0,0.0,0.0,0,DB
2025-07-25 12:07:34.502,1,1,2.772507,2.55513,0.4193846,0.4418663,0.567103,0.426321,-0.006866455,-0.01087952,0.9999084,0.02732849,-0.01963806,0.9994202,0,DB
2025-07-25 12:07:34.510,1,1,2.772507,2.55513,0.4193846,0.4418663,0.567103,0.426321,-0.006866455,-0.01087952,0.9999084,0.02732849,-0.01963806,0.9994202,0,DB
2025-07-25 12:07:34.519,1,1,2.772507,2.55513,0.4193846,0.4418663,0.567103,0.426321,-0.006866455,-0.01087952,0.9999084,0.02732849,-0.01963806,0.9994202,0,DB
2025-07-25 12:07:34.527,1,1,2.772507,2.55513,0.4193846,0.4418663,0.567103,0.426321,-0.006866455,-0.01087952,0.9999084,0.02732849,-0.01963806,0.9994202,0,DB
2025-07-25 12:07:34.535,1,1,2.772507,2.55513,0.4193846,0.4418663,0.567103,0.426321,-0.006866455,-0.01087952,0.9999084,0.02732849,-0.01963806,0.9994202,0,DB
2025-07-25 12:07:34.543,1,1,2.772507,2.55513,0.4193846,0.4418663,0.567103,0.426321,-0.006866455,-0.01087952,0.9999084,0.02732849,-0.01963806,0.9994202,0,DB
2025-07-25 12:07:34.551,1,1,2.772507,2.55513,0.4193846,0.4418663,0.567103,0.426321,-0.006866455,-0.01087952,0.9999084,0.02732849,-0.01963806,0.9994202,0,DB
2025-07-25 12:07:34.560,1,1,2.772507,2.55513,0.4193846,0.4418663,0.567103,0.426321,-0.006866455,-0.01087952,0.9999084,0.02732849,-0.01963806,0.9994202,0,DB
