Timestamp,ECG_test1_ECGtoHR_LA_RA_CAL,Lead I (LA-RA),Lead II (LL-LA),Lead III (LL-RA),Vx-RL,FMSQ
2025-03-08 12:31:15.501,94.8148148148148,-0.0665064849928454,-0.0492429262575243,-0.1157492989114966,-1.4859954666404573e-07,9
2025-03-08 12:31:15.503,94.8148148148148,-0.0665130632025231,-0.0484850518519225,-0.1149980020222485,-1.4817855891020965e-07,9
2025-03-08 12:31:15.505,94.8148148148148,-0.0667479579804025,-0.0477227395415637,-0.1144705838215417,-1.4774970303201993e-07,9
2025-03-08 12:31:15.507,94.8148148148148,-0.0671868212313117,-0.0469767530832736,-0.1141634599584496,-1.473130474419639e-07,9
2025-03-08 12:31:15.509,94.8148148148148,-0.0676509175047187,-0.0463317678549985,-0.1139825703407877,-1.468686609294087e-07,9
2025-03-08 12:31:15.511,94.8148148148148,-0.0679154138116744,-0.0459516002858529,-0.1138668983916963,-1.4641660999776425e-07,9
2025-03-08 12:31:15.513,94.8148148148148,-0.0678234437744177,-0.0460362851689623,-0.113859612520183,-1.4595695724392912e-07,9
2025-03-08 12:31:15.515,94.8148148148148,-0.0673753918532703,-0.0467239737133755,-0.1140992484026818,-1.45489761368388e-07,9
2025-03-08 12:31:15.517,94.8148148148148,-0.0667639060512889,-0.0479770656038601,-0.11474085374376,-1.450150787814259e-07,9
2025-03-08 12:31:15.519,94.8148148148148,-0.0663151783736252,-0.0495226086015546,-0.1158376683278978,-1.445329657793923e-07,9
2025-03-08 12:31:15.521,94.8148148148148,-0.0663327829961636,-0.0509112368924344,-0.1172439005279489,-1.44043479738293e-07,9
2025-03-08 12:31:15.523,94.8148148148148,-0.0669195906294189,-0.0516993871148434,-0.1186188576916435,-1.4354667839569994e-07,9
2025-03-08 12:31:15.525,94.8148148148148,-0.0678942699421949,-0.0516738031924539,-0.1195679523991878,-1.430426177473674e-07,9
2025-03-08 12:31:15.526,94.8148148148148,-0.0688633413961925,-0.0509879886184011,-0.1198512085882005,-1.425313501441142e-07,9
2025-03-08 12:31:15.528,94.8148148148148,-0.0694031454118645,-0.0501156042507082,-0.1195186275232609,-1.42012923919444e-07,9
2025-03-08 12:31:15.530,94.8148148148148,-0.0692458325995209,-0.0496312766276491,-0.1188769863487443,-1.4148738463634368e-07,9
2025-03-08 12:31:15.532,94.8148148148148,-0.0683844270426371,-0.0499323593025919,-0.118316662708546,-1.4095477694750065e-07,9
2025-03-08 12:31:15.534,94.8148148148148,-0.0670636259785228,-0.051049833462259,-0.1181133350412815,-1.40415145950009e-07,9
2025-03-08 12:31:15.536,94.8148148148148,-0.0656597264870907,-0.052648555892851,-0.118308157228146,-1.3986853766896508e-07,9
2025-03-08 12:31:15.538,94.8148148148148,-0.0644920398524841,-0.054210402914452,-0.118702316882028,-1.3931499908150153e-07,9
2025-03-08 12:31:15.540,94.8148148148148,-0.0636653693018512,-0.0552833071668835,-0.1189485498685075,-1.38754578192911e-07,9
2025-03-08 12:31:15.542,94.8148148148148,-0.0630596223743184,-0.0556463081726017,-0.1187058032388628,-1.3818732422460704e-07,9
2025-03-08 12:31:15.544,94.8148148148148,-0.0624898715756793,-0.0553217186530505,-0.1178114622062274,-1.3761328762889365e-07,9
2025-03-08 12:31:15.546,94.8148148148148,-0.0619137576457737,-0.0544860485444583,-0.116399677435314,-1.370325197638276e-07,9
2025-03-08 12:31:15.548,94.8148148148148,-0.0615153287390074,-0.0533739263901482,-0.1148891256202036,-1.364450724117703e-07,9
2025-03-08 12:31:15.550,94.8148148148148,-0.061601430113518,-0.0522110199575371,-0.1138123197917675,-1.3585099750886532e-07,9
2025-03-08 12:31:15.552,94.8148148148148,-0.0623943624338228,-0.0511532498018868,-0.1135474811812964,-1.3525034733817945e-07,9
2025-03-08 12:31:15.554,94.8148148148148,-0.0638616528725654,-0.0502348602449087,-0.1140963812955228,-1.3464317514915405e-07,9
2025-03-08 12:31:15.556,94.8148148148148,-0.065679329233276,-0.0493795574995669,-0.1150587541587768,-1.340295358368525e-07,9
2025-03-08 12:31:15.558,94.8148148148148,-0.0673403100885196,-0.0484986604047339,-0.115838837182645,-1.3340948611309016e-07,9
2025-03-08 12:31:15.560,94.8148148148148,-0.0683422841933726,-0.0476094154593236,-0.1159515656138999,-1.3278308374530716e-07,9
2025-03-08 12:31:15.562,94.8148148148148,-0.0683563393712876,-0.0468775914588345,-0.1152337960603401,-1.321503859206537e-07,9
2025-03-08 12:31:15.564,94.8148148148148,-0.0673121150147508,-0.0465558412878182,-0.1138678207888297,-1.315114472809117e-07,9
2025-03-08 12:31:15.566,94.8148148148148,-0.0654039871339398,-0.0468639454142758,-0.1122677962726242,-1.3086631829689849e-07,9
2025-03-08 12:31:15.567,94.8148148148148,-0.0630554639602484,-0.0478712767665799,-0.1109266036737325,-1.3021504434704936e-07,9
2025-03-08 12:31:15.569,94.8148148148148,-0.060850432501043,-0.0494202382427102,-0.1102705329058087,-1.2955766547559624e-07,9
2025-03-08 12:31:15.571,94.8148148148148,-0.059401148853738,-0.0511138789977514,-0.1105148892321761,-1.2889421670985128e-07,9
2025-03-08 12:31:15.573,94.8148148148148,-0.0591430976879422,-0.0523855491084777,-0.1115285074080563,-1.282247289448153e-07,9
2025-03-08 12:31:15.575,94.8148148148148,-0.0601273142150869,-0.0526582281510111,-0.1127854022242071,-1.2754923034763946e-07,9
2025-03-08 12:31:15.577,94.8148148148148,-0.0619424169625379,-0.0515669507421776,-0.1135092268210436,-1.2686774784666084e-07,9
2025-03-08 12:31:15.579,94.8148148148148,-0.0638645369880433,-0.0491591535652893,-0.1130235489303728,-1.2618030794565192e-07,9
2025-03-08 12:31:15.581,94.8148148148148,-0.0652021562110667,-0.0459547678169273,-0.1111567816573201,-1.2548693641295664e-07,9
2025-03-08 12:31:15.583,94.8148148148148,-0.0656543789385988,-0.0427934079259895,-0.108447643729821,-1.247876573568864e-07,9
2025-03-08 12:31:15.585,94.8148148148148,-0.0654535962602376,-0.0405003578554538,-0.1059538101990354,-1.240824929935345e-07,9
2025-03-08 12:31:15.587,94.8148148148148,-0.0651809937028052,-0.0395044644872273,-0.1046853134797463,-1.2337146515941318e-07,9
2025-03-08 12:31:15.589,94.8148148148148,-0.0653575883329996,-0.0395953322757583,-0.1049527751043462,-1.226545983900401e-07,9
2025-03-08 12:31:15.591,94.8148148148148,-0.0660722982562979,-0.039971756796511,-0.1060439087654913,-1.2193192314712914e-07,9
2025-03-08 12:31:15.593,94.8148148148148,-0.066900285433228,-0.0395914798999429,-0.1064916182811015,-1.212034774758991e-07,9
2025-03-08 12:31:15.595,94.8148148148148,-0.0671830240559482,-0.0376706913130421,-0.104853567569037,-1.2046930618951956e-07,9
2025-03-08 12:31:15.597,94.8148148148148,-0.0664911233891094,-0.0341174165528943,-0.1006083914016244,-1.1972945797525557e-07,9
2025-03-08 12:31:15.599,94.8148148148148,-0.0649515739421013,-0.0297122797643088,-0.0946637044194164,-1.189839816974652e-07,9
2025-03-08 12:31:15.601,94.8148148148148,-0.063214817962046,-0.0259101083381779,-0.0891247762487081,-1.182329231708544e-07,9
2025-03-08 12:31:15.603,94.8148148148148,-0.0620949848699433,-0.0242592645404315,-0.0863540985723274,-1.1747632305476237e-07,9
2025-03-08 12:31:15.605,94.8148148148148,-0.062128828049049,-0.0256616179873375,-0.0877902943957678,-1.1671421592930482e-07,9
2025-03-08 12:31:15.607,94.8148148148148,-0.063313191614268,-0.0298807655388748,-0.0931938047077335,-1.1594663043642361e-07,9
2025-03-08 12:31:15.609,94.8148148148148,-0.0651323781789019,-0.0356212346168222,-0.1007534595588136,-1.1517359041956905e-07,9
2025-03-08 12:31:15.610,94.8148148148148,-0.0668224231664666,-0.041142338608519,-0.1079646077696804,-1.1439511693027217e-07,9
2025-03-08 12:31:15.612,94.8148148148148,-0.0677284027850463,-0.0450264597126619,-0.1127547077461823,-1.1361123073735413e-07,9
2025-03-08 12:31:15.614,94.8148148148148,-0.0675905180517704,-0.0466745942401775,-0.1142649568045997,-1.1282195480343905e-07,9
2025-03-08 12:31:15.616,94.8148148148148,-0.0666364475109387,-0.0463352032254182,-0.1129714945061954,-1.1202731627147825e-07,9
2025-03-08 12:31:15.618,94.8148148148148,-0.0654564255060907,-0.0447513540737938,-0.1102076225851976,-1.1122734772048586e-07,9
2025-03-08 12:31:15.620,94.8148148148148,-0.0647390042867693,-0.0426706948244091,-0.1074095413255934,-1.1042208759242425e-07,9
2025-03-08 12:31:15.622,94.8148148148148,-0.0649849473277754,-0.0404913246322275,-0.1054761133653269,-1.0961157980066673e-07,9
2025-03-08 12:31:15.624,94.8148148148148,-0.0662982527030246,-0.0382255752198632,-0.1045236685184951,-1.0879587273895149e-07,9
2025-03-08 12:31:15.626,94.8148148148148,-0.0683243496505139,-0.0357608977502012,-0.1040850872046718,-1.0797501809368683e-07,9
2025-03-08 12:31:15.628,94.8148148148148,-0.0703775294748994,-0.0331905523180992,-0.1035679208340143,-1.07149069792711e-07,9
2025-03-08 12:31:15.630,94.8148148148148,-0.0717422564307766,-0.0309462608742805,-0.1026883556088985,-1.0631808317984277e-07,9
2025-03-08 12:31:15.632,94.8148148148148,-0.0720349572450268,-0.0296336014370805,-0.1016683962590211,-1.0548211438013549e-07,9
2025-03-08 12:31:15.634,94.8148148148148,-0.0714299982464492,-0.0297043363866066,-0.1011341714725036,-1.046412198836046e-07,9
2025-03-08 12:31:15.636,94.8148148148148,-0.0705853030089455,-0.031206603537322,-0.1017917426218457,-1.037954564554344e-07,9
2025-03-08 12:31:15.638,94.8148148148148,-0.0702820478051779,-0.0337647865387591,-0.1040466696263571,-1.0294488145725097e-07,9
2025-03-08 12:31:15.640,94.8148148148148,-0.0709972127569869,-0.0367592793482401,-0.1077563265771218,-1.020895535237861e-07,9
2025-03-08 12:31:15.642,94.8148148148148,-0.0726742777315737,-0.0395662002668499,-0.1122403116636405,-1.0122953333162016e-07,9
2025-03-08 12:31:15.644,94.8148148148148,-0.0748023213439608,-0.0417369977320589,-0.1165391519586147,-1.0036488407035981e-07,9
2025-03-08 12:31:15.646,94.8148148148148,-0.0767054944314629,-0.0430726701262587,-0.1197779966909007,-9.949567136398937e-08,9
2025-03-08 12:31:15.648,94.8148148148148,-0.0778571528878427,-0.0435894637040102,-0.1214464480021525,-9.862196277324633e-08,9
2025-03-08 12:31:15.650,94.8148148148148,-0.0780861353941271,-0.0433884798523372,-0.1214744459409667,-9.774382735071993e-08,9
2025-03-08 12:31:15.651,94.8148148148148,-0.077623477799503,-0.0424978662741797,-0.1201211740367078,-9.686133575463865e-08,9
2025-03-08 12:31:15.653,94.8148148148148,-0.0769755099697901,-0.0408385466256317,-0.1178138857965201,-9.597456113672109e-08,9
2025-03-08 12:31:15.655,94.8148148148148,-0.0766535490073166,-0.0384289785983884,-0.1150823560151556,-9.508358055034055e-08,9
2025-03-08 12:31:15.657,94.8148148148148,-0.0768827804136783,-0.0357162502809143,-0.1125988582987968,-9.418847622452268e-08,9
2025-03-08 12:31:15.659,94.8148148148148,-0.0774716480510946,-0.0336954059954722,-0.1111668808556639,-9.328933596501829e-08,9
2025-03-08 12:31:15.661,94.8148148148148,-0.0779443679474601,-0.0335597442068277,-0.1115039381980946,-9.238625221305866e-08,9
2025-03-08 12:31:15.663,94.8148148148148,-0.0778620805567126,-0.0360187436120307,-0.1138806494828943,-9.14793197719089e-08,9
2025-03-08 12:31:15.665,94.8148148148148,-0.0771326486069297,-0.0407540476676382,-0.1178865208836463,-9.056863272109745e-08,9
2025-03-08 12:31:15.667,94.8148148148148,-0.0761190804320116,-0.0464273165689719,-0.1225462209070059,-8.965428134270175e-08,9
2025-03-08 12:31:15.669,94.8148148148148,-0.0754670527284391,-0.0512793934205211,-0.1267462693309994,-8.87363497916136e-08,9
2025-03-08 12:31:15.671,94.8148148148148,-0.0757287364665553,-0.0539810332470051,-0.1297095921387975,-8.781491483975049e-08,9
2025-03-08 12:31:15.673,94.8148148148148,-0.0770088145435235,-0.0542384285346072,-0.1312470647189381,-8.68900456539897e-08,9
2025-03-08 12:31:15.675,94.8148148148148,-0.0788842090690477,-0.0528009312322056,-0.1316849611498636,-8.596180449482635e-08,9
2025-03-08 12:31:15.677,94.8148148148148,-0.0806726077090968,-0.0509045373967149,-0.1315769651792613,-8.5030248380336e-08,9
2025-03-08 12:31:15.679,94.8148148148148,-0.0818662860925258,-0.0495537977597709,-0.1314199031851158,-8.409543182156857e-08,9
2025-03-08 12:31:15.681,94.8148148148148,-0.0824313578342639,-0.0490949902547879,-0.1315261667172488,-8.315741040659778e-08,9
