Timestamp,GSR_Filtered,PPG_Filtered,FMS,Condition
2025-06-25 13:56:00.283,-5.643025705061583e-05,0.6817991689322244,1,NB
2025-06-25 13:56:00.291,-6.239689725541862e-05,0.6833113832216112,1,NB
2025-06-25 13:56:00.299,-6.728625442911256e-05,0.6733152196030824,1,NB
2025-06-25 13:56:00.307,-7.094231789489888e-05,0.65186462137041,1,NB
2025-06-25 13:56:00.315,-7.32284619528919e-05,0.6193513565853488,1,NB
2025-06-25 13:56:00.322,-7.403503889762544e-05,0.5764856846924775,1,NB
2025-06-25 13:56:00.330,-7.328638437037682e-05,0.524268788320303,1,NB
2025-06-25 13:56:00.338,-7.094683519990057e-05,0.4639579234783131,1,NB
2025-06-25 13:56:00.346,-6.702540748395903e-05,0.3970253380465733,1,NB
2025-06-25 13:56:00.354,-6.157883858488708e-05,0.3251121040577635,1,NB
2025-06-25 13:56:00.362,-5.471276084957704e-05,0.2499781082801414,1,NB
2025-06-25 13:56:00.369,-4.658084698890745e-05,0.1734495472289116,1,NB
2025-06-25 13:56:00.377,-3.738184674486664e-05,0.0973653696849677,1,NB
2025-06-25 13:56:00.385,-2.7354521060304414e-05,0.0235241876339417,1,NB
2025-06-25 13:56:00.393,-1.6770572453954374e-05,-0.0463667841775398,1,NB
2025-06-25 13:56:00.401,-5.925767330709647e-06,-0.1107392190969865,1,NB
2025-06-25 13:56:00.408,4.870454244381463e-06,-0.1682061516801385,1,NB
2025-06-25 13:56:00.416,1.5306485406647147e-05,-0.2175981563004684,1,NB
2025-06-25 13:56:00.424,2.508068176131921e-05,-0.2579921962281817,1,NB
2025-06-25 13:56:00.432,3.39135255914663e-05,-0.2887324000085904,1,NB
2025-06-25 13:56:00.440,4.155915437856693e-05,-0.3094423380954395,1,NB
2025-06-25 13:56:00.447,4.781552492321866e-05,-0.3200286903262092,1,NB
2025-06-25 13:56:00.455,5.253248709827105e-05,-0.3206764987722747,1,NB
2025-06-25 13:56:00.463,5.56171518425885e-05,-0.3118364808412477,1,NB
2025-06-25 13:56:00.471,5.70361753465186e-05,-0.2942051257320908,1,NB
2025-06-25 13:56:00.479,5.6814904616793056e-05,-0.268698506258279,1,NB
2025-06-25 13:56:00.487,5.5033650887939615e-05,-0.2364209039907125,1,NB
2025-06-25 13:56:00.494,5.182158900861725e-05,-0.1986294679013638,1,NB
2025-06-25 13:56:00.502,4.734888266443364e-05,-0.1566962037131381,1,NB
2025-06-25 13:56:00.510,4.1817626951230064e-05,-0.1120686188000029,1,NB
2025-06-25 13:56:00.518,3.5452131230162545e-05,-0.0662303216210242,1,NB
2025-06-25 13:56:00.526,2.8488983302444133e-05,-0.0206627954428123,1,NB
2025-06-25 13:56:00.533,2.11672779834494e-05,0.0231905609466292,1,NB
2025-06-25 13:56:00.541,1.37193771006193e-05,0.0639571985101565,1,NB
2025-06-25 13:56:00.549,6.362572271496171e-06,0.1003642554398333,1,NB
2025-06-25 13:56:00.557,-7.079989678815229e-07,0.1312629412975908,1,NB
2025-06-25 13:56:00.565,-7.324901181968694e-06,0.1556481516597639,1,NB
2025-06-25 13:56:00.572,-1.3352230961040368e-05,0.1726731948786996,1,NB
2025-06-25 13:56:00.580,-1.8687654806085675e-05,0.1816596910836321,1,NB
2025-06-25 13:56:00.588,-2.3262684518470866e-05,0.182102861519749,1,NB
2025-06-25 13:56:00.596,-2.704131399801325e-05,0.1736725651622394,1,NB
2025-06-25 13:56:00.604,-3.0017224336297715e-05,0.1562105588032809,1,NB
2025-06-25 13:56:00.612,-3.220983392751399e-05,0.1297245538558678,1,NB
2025-06-25 13:56:00.619,-3.3659525696027336e-05,0.0943797159726153,1,NB
2025-06-25 13:56:00.627,-3.442242359216424e-05,0.0504883016278427,1,NB
2025-06-25 13:56:00.635,-3.4565113164614986e-05,-0.0015018542473069,1,NB
2025-06-25 13:56:00.643,-3.415969654136226e-05,-0.0610193033387731,1,NB
2025-06-25 13:56:00.651,-3.3279520247382e-05,-0.1273807735056608,1,NB
2025-06-25 13:56:00.658,-3.199580441626605e-05,-0.1998022785819038,1,NB
2025-06-25 13:56:00.666,-3.0375261402147208e-05,-0.2774092182869073,1,NB
2025-06-25 13:56:00.674,-2.8478671647098e-05,-0.3592453476574945,1,NB
2025-06-25 13:56:00.682,-2.6360312304332736e-05,-0.4442807218856801,1,NB
2025-06-25 13:56:00.690,-2.4068099244750548e-05,-0.5314189454449041,1,NB
2025-06-25 13:56:00.697,-2.1644285747791597e-05,-0.6195042524571197,1,NB
2025-06-25 13:56:00.705,-1.912655217019892e-05,-0.7073290975916874,1,NB
2025-06-25 13:56:00.713,-1.6549318816886357e-05,-0.7936430248790365,1,NB
2025-06-25 13:56:00.721,-1.39451191359276e-05,-0.8771635905218473,1,NB
2025-06-25 13:56:00.729,-1.134588204213025e-05,-0.9565900353969,1,NB
2025-06-25 13:56:00.737,-8.783990252929571e-06,-1.0306202329645016,1,NB
2025-06-25 13:56:00.744,-6.293005413413354e-06,-1.0979711908163936,1,NB
2025-06-25 13:56:00.752,-3.907979729186468e-06,-1.1574030837656282,1,NB
2025-06-25 13:56:00.760,-1.665306885802217e-06,-1.2077464751654658,1,NB
2025-06-25 13:56:00.768,3.9789886558906853e-07,-1.2479320709922577,1,NB
2025-06-25 13:56:00.776,2.24486863651648e-06,-1.2770220693803098,1,NB
2025-06-25 13:56:00.783,3.840624545020445e-06,-1.2942419304292592,1,NB
2025-06-25 13:56:00.791,5.153702132210932e-06,-1.299011208246472,1,NB
2025-06-25 13:56:00.799,6.158011211177896e-06,-1.2909719692414845,1,NB
2025-06-25 13:56:00.807,6.834665077001557e-06,-1.270013275227588,1,NB
2025-06-25 13:56:00.815,7.173582957849366e-06,-1.2362902430335647,1,NB
2025-06-25 13:56:00.822,7.174663227302779e-06,-1.1902363107155858,1,NB
2025-06-25 13:56:00.830,6.848357042160356e-06,-1.132567549105911,1,NB
2025-06-25 13:56:00.838,6.215555958910569e-06,-1.064278153128297,1,NB
2025-06-25 13:56:00.846,5.306817235395219e-06,-0.9866266134743864,1,NB
2025-06-25 13:56:00.854,4.1610377064019136e-06,-0.9011124783032106,1,NB
2025-06-25 13:56:00.862,2.8237257503315314e-06,-0.809444036436799,1,NB
2025-06-25 13:56:00.869,1.3450229769419766e-06,-0.7134976621174747,1,NB
2025-06-25 13:56:00.877,-2.2238562083226325e-07,-0.6152699365111564,1,NB
2025-06-25 13:56:00.885,-1.8253515784393755e-06,-0.5168239873421954,1,NB
2025-06-25 13:56:00.893,-3.412230574363855e-06,-0.4202317536309968,1,NB
2025-06-25 13:56:00.901,-4.9346554693758926e-06,-0.3275140784788048,1,NB
2025-06-25 13:56:00.908,-6.3490527395431214e-06,-0.2405806530656654,1,NB
2025-06-25 13:56:00.916,-7.61785997019827e-06,-0.1611718776875937,1,NB
2025-06-25 13:56:00.924,-8.710420613607388e-06,-0.0908046742641991,1,NB
2025-06-25 13:56:00.932,-9.603549085564147e-06,-0.0307241879471304,1,NB
2025-06-25 13:56:00.940,-1.0281774101910368e-05,0.0181368347467892,1,NB
2025-06-25 13:56:00.947,-1.073728066855265e-05,0.0551893970085795,1,NB
2025-06-25 13:56:00.955,-1.096958118463556e-05,0.0802089708189707,1,NB
2025-06-25 13:56:00.963,-1.0984953650638196e-05,0.0933445011602975,1,NB
2025-06-25 13:56:00.971,-1.0795690039180471e-05,0.0951149445374024,1,NB
2025-06-25 13:56:00.979,-1.0419200616935588e-05,0.0863929821506825,1,NB
2025-06-25 13:56:00.987,-9.87702060051736e-06,0.0683759965354952,1,NB
2025-06-25 13:56:00.994,-9.193764240318356e-06,0.04254489524157,1,NB
2025-06-25 13:56:01.002,-8.396068544928724e-06,0.0106118856161609,1,NB
2025-06-25 13:56:01.010,-7.51156469896067e-06,-0.0255411778933503,1,NB
2025-06-25 13:56:01.018,-6.567910111668807e-06,-0.0639317733078406,1,NB
2025-06-25 13:56:01.026,-5.591908281352223e-06,-0.1025505135134498,1,NB
2025-06-25 13:56:01.033,-4.60873757420708e-06,-0.1394369742901622,1,NB
2025-06-25 13:56:01.041,-3.641303873920862e-06,-0.1727545932328681,1,NB
2025-06-25 13:56:01.049,-2.709726104885723e-06,-0.200861674913066,1,NB
2025-06-25 13:56:01.057,-1.8309580740942344e-06,-0.2223756719649355,1,NB
2025-06-25 13:56:01.065,-1.0185450792992424e-06,-0.2362281719029068,1,NB
2025-06-25 13:56:01.072,-2.825094151595261e-07,-0.241708377156732,1,NB
2025-06-25 13:56:01.080,3.706446470105223e-07,-0.2384932929504502,1,NB
2025-06-25 13:56:01.088,9.378185897058708e-07,-0.2266633143479262,1,NB
2025-06-25 13:56:01.096,1.419114237476038e-06,-0.2067024186092877,1,NB
2025-06-25 13:56:01.104,1.8175505529475448e-06,-0.1794827134044087,1,NB
2025-06-25 13:56:01.112,2.138718494145819e-06,-0.1462336549643396,1,NB
2025-06-25 13:56:01.119,2.3903896757437525e-06,-0.1084968196365396,1,NB
2025-06-25 13:56:01.127,2.582093951839152e-06,-0.0680676721782034,1,NB
2025-06-25 13:56:01.135,2.724680008478077e-06,-0.0269263069022248,1,NB
2025-06-25 13:56:01.143,2.829871733515375e-06,0.0128403772882745,1,NB
2025-06-25 13:56:01.151,2.90983163029186e-06,0.0491221936952787,1,NB
2025-06-25 13:56:01.158,2.9767409632861547e-06,0.0798716850472062,1,NB
2025-06-25 13:56:01.166,3.042404759812181e-06,0.103189251388675,1,NB
2025-06-25 13:56:01.174,3.1178883181142635e-06,0.1174039399095555,1,NB
2025-06-25 13:56:01.182,3.213190547162796e-06,0.1211465460717881,1,NB
2025-06-25 13:56:01.190,3.3369583260255806e-06,0.1134119395655441,1,NB
2025-06-25 13:56:01.197,3.496245139972487e-06,0.0936079519858543,1,NB
2025-06-25 13:56:01.205,3.696316526161267e-06,0.0615887219138011,1,NB
2025-06-25 13:56:01.213,3.9405043255478585e-06,0.0176710531897958,1,NB
2025-06-25 13:56:01.221,4.23011135548806e-06,-0.0373669336087966,1,NB
2025-06-25 13:56:01.229,4.564367842441242e-06,-0.1023048251599608,1,NB
2025-06-25 13:56:01.237,4.940440730038287e-06,-0.1755158419143654,1,NB
2025-06-25 13:56:01.244,5.353496742973957e-06,-0.2550181980509799,1,NB
2025-06-25 13:56:01.252,5.796819779035766e-06,-0.338539806825455,1,NB
2025-06-25 13:56:01.260,6.261982760567674e-06,-0.4235937263224797,1,NB
2025-06-25 13:56:01.268,6.739073450653402e-06,-0.507561343793175,1,NB
2025-06-25 13:56:01.276,7.216972887484215e-06,-0.5877800329426245,1,NB
2025-06-25 13:56:01.283,7.68368398677101e-06,-0.6616318953939242,1,NB
2025-06-25 13:56:01.291,8.126706498417462e-06,-0.7266302160162467,1,NB
2025-06-25 13:56:01.299,8.533452891614654e-06,-0.7805004159497331,1,NB
2025-06-25 13:56:01.307,8.891697914830916e-06,-0.8212525668289382,1,NB
2025-06-25 13:56:01.315,9.190052588107188e-06,-0.84724292286096,1,NB
2025-06-25 13:56:01.322,9.418451309628007e-06,-0.8572224188680261,1,NB
2025-06-25 13:56:01.330,9.568638690670796e-06,-0.850370650639581,1,NB
2025-06-25 13:56:01.338,9.634640782774926e-06,-0.8263144709281967,1,NB
2025-06-25 13:56:01.346,9.61320365054153e-06,-0.7851309695303749,1,NB
2025-06-25 13:56:01.354,9.504180902449942e-06,-0.7273352302106659,1,NB
2025-06-25 13:56:01.362,9.310850951723796e-06,-0.6538538449390753,1,NB
2025-06-25 13:56:01.369,9.0401445662404e-06,-0.5659856929447087,1,NB
2025-06-25 13:56:01.377,8.702763796000616e-06,-0.4653519357622974,1,NB
2025-06-25 13:56:01.385,8.313174735641387e-06,-0.3538375214380818,1,NB
2025-06-25 13:56:01.393,7.88945885946592e-06,-0.2335267207963222,1,NB
2025-06-25 13:56:01.401,7.453010897214903e-06,-0.1066353332373748,1,NB
2025-06-25 13:56:01.408,7.028075402267509e-06,0.0245577997618273,1,NB
2025-06-25 13:56:01.416,6.641119259411822e-06,0.1577774465034623,1,NB
2025-06-25 13:56:01.424,6.320043299693913e-06,0.2908144960244216,1,NB
2025-06-25 13:56:01.432,6.093242799681216e-06,0.4215823446950441,1,NB
2025-06-25 13:56:01.440,5.9885337576827525e-06,0.5481655825078326,1,NB
2025-06-25 13:56:01.448,6.031969229207843e-06,0.6688598664853826,1,NB
2025-06-25 13:56:01.455,6.24657739465915e-06,0.7822023507426281,1,NB
2025-06-25 13:56:01.463,6.6510601140557954e-06,0.8869925041850221,1,NB
2025-06-25 13:56:01.471,7.258497158944421e-06,0.9823035553856048,1,NB
2025-06-25 13:56:01.479,8.075106746360752e-06,1.067485144188928,1,NB
2025-06-25 13:56:01.487,9.099117075831875e-06,1.1421580324278315,1,NB
2025-06-25 13:56:01.494,1.0319805941108817e-05,1.2062019390019552,1,NB
2025-06-25 13:56:01.502,1.171676583395812e-05,1.2597377176746365,1,NB
2025-06-25 13:56:01.510,1.3259450002546558e-05,1.303105180463247,1,NB
2025-06-25 13:56:01.518,1.4907050457950348e-05,1.3368378760771549,1,NB
2025-06-25 13:56:01.526,1.660875180390344e-05,1.361636060135482,1,NB
2025-06-25 13:56:01.533,1.830439495629325e-05,1.378338950442014,1,NB
2025-06-25 13:56:01.541,1.992557238774104e-05,1.387897163081902,1,NB
2025-06-25 13:56:01.549,2.1397161666168312e-05,1.3913459954779948,1,NB
2025-06-25 13:56:01.557,2.263928706931344e-05,1.3897799838689888,1,NB
2025-06-25 13:56:01.565,2.356968039550553e-05,1.3843289354931017,1,NB
2025-06-25 13:56:01.573,2.4106392330068135e-05,1.3761354373840085,1,NB
2025-06-25 13:56:01.580,2.417078556480677e-05,1.3663336893391516,1,NB
2025-06-25 13:56:01.588,2.369072111358961e-05,1.356029411825173,1,NB
2025-06-25 13:56:01.596,2.2603830819924936e-05,1.3462805505723834,1,NB
2025-06-25 13:56:01.604,2.086075287909463e-05,1.3380785423795578,1,NB
2025-06-25 13:56:01.612,1.8428194300124784e-05,1.3323300157995308,1,NB
2025-06-25 13:56:01.619,1.5291675613839498e-05,1.329838959460077,1,NB
2025-06-25 13:56:01.627,1.1457809753953102e-05,1.3312895743307205,1,NB
2025-06-25 13:56:01.635,6.955969775413329e-06,1.337230205142784,1,NB
2025-06-25 13:56:01.643,1.8392096739443504e-06,1.3480588926488717,1,NB
2025-06-25 13:56:01.651,-3.815680398721627e-06,1.3640111787298748,1,NB
2025-06-25 13:56:01.658,-9.909078422894028e-06,1.3851508138050408,1,NB
2025-06-25 13:56:01.666,-1.632045553894834e-05,1.411363956247932,1,NB
2025-06-25 13:56:01.674,-2.2911342756846354e-05,1.4423573280794673,1,NB
2025-06-25 13:56:01.682,-2.9529312915799525e-05,1.4776606241213512,1,NB
2025-06-25 13:56:01.690,-3.601289792012173e-05,1.516633291322656,1,NB
2025-06-25 13:56:01.698,-4.219730283491032e-05,1.5584756264589104,1,NB
2025-06-25 13:56:01.705,-4.792071671110698e-05,1.6022440030028355,1,NB
2025-06-25 13:56:01.713,-5.3030956992085056e-05,1.6468699427665334,1,NB
2025-06-25 13:56:01.721,-5.739212230871671e-05,1.6911826950082849,1,NB
2025-06-25 13:56:01.729,-6.0890869931054894e-05,1.7339349632130838,1,NB
2025-06-25 13:56:01.737,-6.344188346629596e-05,1.7738314081372213,1,NB
2025-06-25 13:56:01.744,-6.499206772900886e-05,1.8095595346702456,1,NB
2025-06-25 13:56:01.752,-6.552303421511471e-05,1.839822523743992,1,NB
2025-06-25 13:56:01.760,-6.505155847808897e-05,1.8633734899880856,1,NB
2025-06-25 13:56:01.768,-6.36278970400398e-05,1.8790505307789425,1,NB
2025-06-25 13:56:01.776,-6.133209293164463e-05,1.8858117917861912,1,NB
2025-06-25 13:56:01.783,-5.826861275043533e-05,1.8827696243054837,1,NB
2025-06-25 13:56:01.791,-5.4559805237309954e-05,1.8692227691660364,1,NB
2025-06-25 13:56:01.799,-5.033873633686345e-05,1.8446853882259344,1,NB
2025-06-25 13:56:01.807,-4.574194550869217e-05,1.8089116944414227,1,NB
2025-06-25 13:56:01.815,-4.090260852137256e-05,1.7619149245442338,1,NB
2025-06-25 13:56:01.823,-3.594450883695161e-05,1.703979475036005,1,NB
2025-06-25 13:56:01.830,-3.097712626717779e-05,1.635665197364213,1,NB
2025-06-25 13:56:01.838,-2.609205306553572e-05,1.557803122286868,1,NB
2025-06-25 13:56:01.846,-2.136084750238324e-05,1.4714822389502282,1,NB
2025-06-25 13:56:01.854,-1.6834336578179693e-05,1.3780273598605042,1,NB
2025-06-25 13:56:01.862,-1.2543285959521889e-05,1.2789685231816192,1,NB
2025-06-25 13:56:01.869,-8.500269296547889e-06,1.176002786012073,1,NB
2025-06-25 13:56:01.877,-4.702493305468166e-06,1.0709496196328772,1,NB
2025-06-25 13:56:01.885,-1.1352731631039188e-06,0.9657014100831216,1,NB
2025-06-25 13:56:01.893,2.224183662329901e-06,0.862170781467822,1,NB
2025-06-25 13:56:01.901,5.403016023046268e-06,0.7622365868319502,1,NB
2025-06-25 13:56:01.908,8.429230428483049e-06,0.6676904479063046,1,NB
2025-06-25 13:56:01.916,1.1328660954081228e-05,0.5801856721397288,1,NB
2025-06-25 13:56:01.924,1.412243499599471e-05,0.5011902426174444,1,NB
2025-06-25 13:56:01.932,1.6824965634612988e-05,0.431945378845375,1,NB
2025-06-25 13:56:01.940,1.9442475617499023e-05,0.3734309203872932,1,NB
2025-06-25 13:56:01.948,2.1972052285274284e-05,0.3263385061544514,1,NB
2025-06-25 13:56:01.955,2.4401227406843755e-05,0.2910532234429984,1,NB
2025-06-25 13:56:01.963,2.6708069237132103e-05,0.2676440953308399,1,NB
2025-06-25 13:56:01.971,2.8861766218307027e-05,0.2558634743912292,1,NB
2025-06-25 13:56:01.979,3.0823672736778014e-05,0.255155123365616,1,NB
2025-06-25 13:56:01.987,3.2548777416830185e-05,0.2646704932041497,1,NB
2025-06-25 13:56:01.994,3.398754384649703e-05,0.2832924574845874,1,NB
2025-06-25 13:56:02.002,3.5088062737452515e-05,0.3096655359040883,1,NB
2025-06-25 13:56:02.010,3.579844373777771e-05,0.3422314521485864,1,NB
2025-06-25 13:56:02.018,3.606936493215366e-05,0.3792687401239382,1,NB
2025-06-25 13:56:02.026,3.585668902423615e-05,0.4189350505350766,1,NB
2025-06-25 13:56:02.033,3.512404789032758e-05,0.4593108228562484,1,NB
2025-06-25 13:56:02.041,3.384529223672751e-05,0.4984430745452952,1,NB
2025-06-25 13:56:02.049,3.2006701102489946e-05,0.5343882118969558,1,NB
2025-06-25 13:56:02.057,2.9608847518125167e-05,0.5652529684480494,1,NB
2025-06-25 13:56:02.065,2.666802229958083e-05,0.5892328012870782,1,NB
2025-06-25 13:56:02.073,2.32171281822644e-05,0.6046472930597712,1,NB
2025-06-25 13:56:02.080,1.9305971622808075e-05,0.6099722929422584,1,NB
2025-06-25 13:56:02.088,1.5000899810353793e-05,0.6038686678547285,1,NB
2025-06-25 13:56:02.096,1.0383755750997066e-05,0.5852076175690107,1,NB
2025-06-25 13:56:02.104,5.550154531848741e-06,0.5530925310042691,1,NB
2025-06-25 13:56:02.112,6.071186228721103e-07,0.5068773298165092,1,NB
2025-06-25 13:56:02.119,-4.329851317725982e-06,0.4461811734420901,1,NB
2025-06-25 13:56:02.127,-9.140152107167664e-06,0.3708993100802391,1,NB
2025-06-25 13:56:02.135,-1.3701740403107935e-05,0.2812097764515216,1,NB
2025-06-25 13:56:02.143,-1.789489115520749e-05,0.177575596487602,1,NB
2025-06-25 13:56:02.151,-2.160586377954977e-05,0.0607421165303157,1,NB
2025-06-25 13:56:02.158,-2.473033600526271e-05,-0.068270856817854,1,NB
2025-06-25 13:56:02.166,-2.717653529172975e-05,-0.208182385416214,1,NB
2025-06-25 13:56:02.174,-2.886804143606328e-05,-0.3574693697293508,1,NB
2025-06-25 13:56:02.182,-2.974622756472424e-05,-0.514391216365804,1,NB
2025-06-25 13:56:02.190,-2.977226571025872e-05,-0.6770201201761877,1,NB
2025-06-25 13:56:02.198,-2.8928580933650243e-05,-0.8432767249523241,1,NB
2025-06-25 13:56:02.205,-2.7219627942576187e-05,-1.0109707672849295,1,NB
2025-06-25 13:56:02.213,-2.4671902423342668e-05,-1.1778461508632956,1,NB
2025-06-25 13:56:02.221,-2.1333164310078432e-05,-1.3416297475458865,1,NB
2025-06-25 13:56:02.229,-1.727090478624528e-05,-1.500083072334128,1,NB
2025-06-25 13:56:02.237,-1.2570130335536668e-05,-1.6510558210854638,1,NB
2025-06-25 13:56:02.244,-7.330591126303329e-06,-1.7925400846540556,1,NB
2025-06-25 13:56:02.252,-1.6636447064057055e-06,-1.9227238664669968,1,NB
2025-06-25 13:56:02.260,4.31101797120007e-06,-2.0400423543346027,1,NB
2025-06-25 13:56:02.268,1.0468570605896131e-05,-2.143225265373624,1,NB
2025-06-25 13:56:02.276,1.6682008950578353e-05,-2.23133852984271,1,NB
2025-06-25 13:56:02.283,2.2824763688521157e-05,-2.303818628825264,1,NB
2025-06-25 13:56:02.291,2.877292552051034e-05,-2.360498057283153,1,NB
2025-06-25 13:56:02.299,3.4407095545278216e-05,-2.401620635030905,1,NB
2025-06-25 13:56:02.307,3.961392405555186e-05,-2.427845707296766,1,NB
2025-06-25 13:56:02.315,4.4287442898315866e-05,-2.4402406321956835,1,NB
2025-06-25 13:56:02.323,4.833032924213023e-05,-2.440261317188048,1,NB
2025-06-25 13:56:02.330,5.165525941871492e-05,-2.4297209228819545,1,NB
2025-06-25 13:56:02.338,5.418651027950578e-05,-2.410747191926016,1,NB
