Timestamp,Lead I (LA-RA),Lead II (LL-LA),Lead III (LL-RA),Vx-RL
2025-06-16 19:25:15.396,3.745405263753144,20.34493139144136,24.09033661918531,4.586451658319296e-08
2025-06-16 19:25:15.404,3.4217871309258823,19.81417542316669,23.23596251811633,4.666989118856576e-08
2025-06-16 19:25:15.408,3.1582336695683355,19.15214272143662,22.31037635502249,4.747240805974499e-08
2025-06-16 19:25:15.412,2.98993792229536,18.433742827271235,21.4236807135637,4.8260973850763266e-08
2025-06-16 19:25:15.416,2.9671346350059147,17.76939364784515,20.73652824686252,4.902851621098917e-08
2025-06-16 19:25:15.420,3.091898134885702,17.224110736951474,20.31600883588428,4.9783366680611375e-08
2025-06-16 19:25:15.424,3.2841983826408314,16.835201598876445,20.11939994557164,5.053315234784568e-08
2025-06-16 19:25:15.428,3.4727399075882324,16.626161972554943,20.098901844179057,5.1271792647409335e-08
2025-06-16 19:25:15.432,3.6674493121209584,16.588673597438543,20.25612287359904,5.199132024495844e-08
2025-06-16 19:25:15.436,3.9021954834090695,16.676538820251743,20.57873426773328,5.269533048739647e-08
2025-06-16 19:25:15.439,4.17858513024804,16.815787197413602,20.99437229175248,5.3391115399430766e-08
2025-06-16 19:25:15.443,4.477315942230334,16.94179681085506,21.41911271716489,5.4076742816965685e-08
2025-06-16 19:25:15.447,4.747728542179928,17.052675576782825,21.80040408303951,5.474552057718628e-08
2025-06-16 19:25:15.451,4.915378560812844,17.178706848789,22.094085373705973,5.5397645933903e-08
2025-06-16 19:25:15.455,4.966768614773642,17.268869309437136,22.23563788834038,5.603845939488213e-08
2025-06-16 19:25:15.459,4.964223943991815,17.19164555969012,22.155869467808856,5.666858865191247e-08
2025-06-16 19:25:15.463,4.940161089878194,16.906113688788263,21.84627474278782,5.7283749878792184e-08
2025-06-16 19:25:15.467,4.868675828332856,16.543848754928515,21.412524547403503,5.7882527414321065e-08
2025-06-16 19:25:15.471,4.754438155672853,16.238367389354572,20.992805509198085,5.8467719169523167e-08
2025-06-16 19:25:15.475,4.64672282995781,15.946693111351587,20.59341590548568,5.9040676998953046e-08
2025-06-16 19:25:15.478,4.562822745927241,15.536939131967484,20.09976184206571,5.9599576429251073e-08
2025-06-16 19:25:15.482,4.483021191593268,14.99419427483364,19.477215430612357,6.014315747855102e-08
2025-06-16 19:25:15.486,4.413979507864768,14.428577341898944,18.842556813977616,6.067221910461062e-08
2025-06-16 19:25:15.490,4.389922398589444,13.912017542745668,18.301939905561827,6.118743051409471e-08
2025-06-16 19:25:15.494,4.411354159383809,13.417448512561108,17.828802636168625,6.168851432952512e-08
2025-06-16 19:25:15.498,4.430789958616912,12.914677121835233,17.345467044684753,6.217532717031598e-08
2025-06-16 19:25:15.502,4.416690526811515,12.418579479507226,16.835269970577908,6.264770730202233e-08
