Timestamp,HR
2025-06-16 19:28:59,100
2025-06-16 19:29:00,98
2025-06-16 19:29:01,97
2025-06-16 19:29:02,97
2025-06-16 19:29:03,96
2025-06-16 19:29:04,96
2025-06-16 19:29:05,95
2025-06-16 19:29:06,94
2025-06-16 19:29:07,93
2025-06-16 19:29:08,92
2025-06-16 19:29:09,91
2025-06-16 19:29:10,87
2025-06-16 19:29:11,85
2025-06-16 19:29:12,85
2025-06-16 19:29:13,84
2025-06-16 19:29:14,82
2025-06-16 19:29:15,81
2025-06-16 19:29:16,79
2025-06-16 19:29:17,79
2025-06-16 19:29:18,77
2025-06-16 19:29:19,77
2025-06-16 19:29:20,77
2025-06-16 19:29:21,77
2025-06-16 19:29:22,77
2025-06-16 19:29:23,75
2025-06-16 19:29:24,74
2025-06-16 19:29:25,74
2025-06-16 19:29:26,74
2025-06-16 19:29:27,75
2025-06-16 19:29:28,75
2025-06-16 19:29:29,75
2025-06-16 19:29:30,75
2025-06-16 19:29:31,75
2025-06-16 19:29:32,74
2025-06-16 19:29:33,74
2025-06-16 19:29:34,73
2025-06-16 19:29:35,73
2025-06-16 19:29:36,73
2025-06-16 19:29:37,72
2025-06-16 19:29:38,72
2025-06-16 19:29:39,72
2025-06-16 19:29:40,72
2025-06-16 19:29:41,71
2025-06-16 19:29:42,69
2025-06-16 19:29:43,68
2025-06-16 19:29:44,69
2025-06-16 19:29:45,70
2025-06-16 19:29:46,71
2025-06-16 19:29:47,80
2025-06-16 19:29:48,82
2025-06-16 19:29:49,81
2025-06-16 19:29:50,81
2025-06-16 19:29:51,82
2025-06-16 19:29:52,83
2025-06-16 19:29:53,87
2025-06-16 19:29:54,89
2025-06-16 19:29:55,89
2025-06-16 19:29:56,90
2025-06-16 19:29:57,91
2025-06-16 19:29:58,89
2025-06-16 19:29:59,83
2025-06-16 19:30:00,81
2025-06-16 19:30:01,81
2025-06-16 19:30:02,84
2025-06-16 19:30:03,85
2025-06-16 19:30:04,86
2025-06-16 19:30:05,85
2025-06-16 19:30:06,84
2025-06-16 19:30:07,84
2025-06-16 19:30:08,84
2025-06-16 19:30:09,81
2025-06-16 19:30:10,80
2025-06-16 19:30:11,80
2025-06-16 19:30:12,82
2025-06-16 19:30:13,84
2025-06-16 19:30:14,86
2025-06-16 19:30:15,85
2025-06-16 19:30:16,84
2025-06-16 19:30:17,84
2025-06-16 19:30:18,85
2025-06-16 19:30:19,87
2025-06-16 19:30:20,87
2025-06-16 19:30:21,87
2025-06-16 19:30:22,87
2025-06-16 19:30:23,87
2025-06-16 19:30:24,87
2025-06-16 19:30:25,88
2025-06-16 19:30:26,88
2025-06-16 19:30:27,87
2025-06-16 19:30:28,86
2025-06-16 19:30:29,85
2025-06-16 19:30:30,84
2025-06-16 19:30:31,83
2025-06-16 19:30:32,77
2025-06-16 19:30:33,76
2025-06-16 19:30:34,76
2025-06-16 19:30:35,75
2025-06-16 19:30:36,74
2025-06-16 19:30:37,74
2025-06-16 19:30:38,74
2025-06-16 19:30:39,73
2025-06-16 19:30:40,72
2025-06-16 19:30:41,71
2025-06-16 19:30:42,71
2025-06-16 19:30:43,69
2025-06-16 19:30:44,68
2025-06-16 19:30:45,68
2025-06-16 19:30:46,70
2025-06-16 19:30:47,71
2025-06-16 19:30:48,71
2025-06-16 19:30:49,71
2025-06-16 19:30:50,70
2025-06-16 19:30:51,70
