Time,#Frame,HeadQRotationX,HeadQRotationY,HeadQRotationZ,HeadQRotationW,HeadEulX,HeadEulY,HeadEulZ,FMSQ
2025-03-08 14:28:32.855,1,-0.04361941,3.572875e-07,1.559951e-08,0.9990483,355.0,4.098114e-05,-2.04333e-13,1.0
2025-03-08 14:28:33.432,2,-0.04361941,1.627656e-07,7.106503e-09,0.9990483,355.0,1.866934e-05,-1.532498e-13,1.0
2025-03-08 14:28:33.470,3,0.04361941,-1.627656e-07,-7.106503e-09,-0.9990483,355.0,1.866934e-05,-1.532498e-13,1.0
2025-03-08 14:28:33.574,4,0.09328418,-0.4668964,-0.01415153,-0.8792643,349.7899,56.26126,356.3752,1.0
2025-03-08 14:28:33.623,5,0.09332469,-0.4663647,-0.01382835,-0.8795473,349.8011,56.19417,356.3462,1.0
2025-03-08 14:28:33.654,6,0.09353891,-0.4663481,-0.01379646,-0.8795339,349.7811,56.19518,356.3312,1.0
2025-03-08 14:28:33.684,7,0.09385994,-0.4664998,-0.01368273,-0.879421,349.7554,56.22033,356.2999,1.0
2025-03-08 14:28:33.713,8,0.09401721,-0.4665873,-0.01364202,-0.8793584,349.7421,56.2343,356.2859,1.0
2025-03-08 14:28:33.743,9,0.09437065,-0.4666812,-0.01392091,-0.8792663,349.6916,56.24978,356.2935,1.0
2025-03-08 14:28:33.773,10,0.09443273,-0.4667048,-0.01397091,-0.8792462,349.6827,56.25343,356.2949,1.0
2025-03-08 14:28:33.800,11,0.09427631,-0.4667127,-0.01395052,-0.8792592,349.6996,56.25239,356.3015,1.0
2025-03-08 14:28:33.829,12,0.09424988,-0.4665778,-0.01418378,-0.8793299,349.6891,56.23277,356.3283,1.0
2025-03-08 14:28:33.858,13,0.09420612,-0.4663647,-0.01408667,-0.8794493,349.6979,56.20482,356.3234,1.0
2025-03-08 14:28:33.885,14,0.09422834,-0.4662568,-0.01405369,-0.8795046,349.697,56.1912,356.32,1.0
2025-03-08 14:28:33.915,15,0.09442686,-0.4663283,-0.01417218,-0.8794435,349.6708,56.20259,356.3202,1.0
2025-03-08 14:28:33.941,16,0.09437186,-0.4664775,-0.01409528,-0.8793716,349.6812,56.2219,356.3137,1.0
2025-03-08 14:28:33.968,17,0.09462591,-0.4666037,-0.01422784,-0.8792751,349.6488,56.24119,356.3115,1.0
